title,website,tags,mission,membership_benefits
Illini Students for Reproductive Justice,https://one.illinois.edu/IlliniStudentsforReproductiveJustice/,"Orange Student Organization
 
 - Advocacy & Activism, Community Service & Philanthropy, Health & Human Sciences","ISRJ serves as to educate students on the Reproductive Justice framework, inspire advocacy for human rights, and collaborate with organizations to better our community.","1) Voting Rights
2) Knowledge of Community Reproductive Justice Events
3) Free admission to RSO events
4) Acquiring volunteer hours"
Illini Students Supporting Israel,https://one.illinois.edu/IlliniStudentsSupportingIsrael/,"Orange Student Organization
 
 - Identity & Culture, Ideology & Politics","The mission statement of Illini Students Supporting Israel (ISSI) is to act as a grassroots, Israel-supporting, student organization on the UIUC campus, educating and promoting open discussion and constructive dialogue about Israel’s culture, history and current events.",
Illini Swim Club,https://one.illinois.edu/IlliniSwimClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The name of this organization is Illini Swim Club, abbreviated as ISC. The purpose of this organization is to provide students a place to start or continue a competitive swimming career through college, with a team of University of Illinois students. Our goal is to be highly competitive, and successfully compete against other college club teams at the regional and national levels. We intend to be governed by an executive board of 9 members.",
Illini Table Tennis Club,https://one.illinois.edu/IlliniTableTennisClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","To provide a chance for experienced and new table tennis players to play table tennis in a competitive environment. Also, we seek to improve players that simply want to get better at table tennis.",
Illini Tang Soo Do,https://one.illinois.edu/tangsoodo/,"Orange Student Organization
 
 - Athletic & Recreation","The Illini Tang Soo Do serves to allow students to learn the martial art Tang Soo Do for both exercise and self-defense purposes. The club will offer access to trained instructors, regular practices, and additional materials such as an association manual and uniform. The RSO will connect students to the World Tang Soo Do Association, philosophies, and its training curriculum.","1) Connection with greater WTSDA resources and studios
2) Ability to travel with RSO
3) Free admission to RSO events at UIUC"
Illini Tango,https://one.illinois.edu/IlliniTango/,"Orange Student Organization
 
 - Performance Arts","llini Tango serves to bring Argentine tango dance and music to the students, staff, faculty, and general community of the University of Illinois. We will uphold our mission by sponsoring and organizing tango events - lessons, music events, workshops, dances - throughout the year.",
Illini Thaakat Foundation,https://one.illinois.edu/IlliniThaakatFoundation/,"Orange Student Organization
 
 - Community Service & Philanthropy","As a nationally-recognized non-profit, Illini Thaakat Foundation strongly believes in promoting charitable giving and humanitarian work among the youth by selflessly supporting the act of giving back for underprivileged South Asian countries.",
Illini Trap and Skeet Club,https://one.illinois.edu/IlliniTrapandSkeetClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The Objective of this organization shall be the sponsorship of varsity trap and skeet teams, and the encouragement of organized clay target shooting among the students of the University of Illinois, with a view toward a better knowledge on the part of members in the safe handling and proper care of firearms, as well as improved marksmanship. It shall be out\\\\\r further object and purpose to forward the development of those characteristics of honesty, good fellowship, self-discipline, team play and self-reliance which are the essentials of goof sportsmanship, and the foundation of the true patriotism,.",
Illini Trombone Society,https://one.illinois.edu/illinitrombonesociety/,"Orange Student Organization
 
 - Performance Arts","The purpose of this organization is to act as the service arm of the University of Illinois Trombone Studio, assisting the trombone faculty with the promotion, existence and welfare of the University of Illinois Trombone Studio as needed throughout the academic year.",
Illini Urban Farmers,https://one.illinois.edu/IlliniUrbanFarmer/,"Orange Student Organization
 
 - Agricultural, Community Service & Philanthropy, Education, Pedagogy & Instruction, Environmental & Sustainability","Our vision is to create a public that is involved in sustainable urban agriculture. The mission of
the Illinois Urban Farmers organization is to provide hands-on learning experiences through
speakers, research, industry-linked design projects, and community outreach that will
professionally and personally develop all people involved with the organization in implementing
sustainable urban agriculture.",
Illini Veterans,https://one.illinois.edu/IlliniVeterans/,"Orange Student Organization
 
 - Identity & Culture, Social & Leisure, Veteran & Military Connected","To unite and promote fellowship among military veterans, their families,
and civilian supporters throughout the student, faculty, and staff population
of the university through social and recreational activities for its members;
• to assist the university administration in identifying the needs of current
and prospective student-veterans;
• to educate the community about military veterans’ experiences and
promote an understanding of issues pertaining to student-veterans or
veterans in the community;
• to perpetuate the memories of achievements of the armed services and its
members;
• to foster true American patriotism and good-citizenship
• to celebrate the anniversaries of prominent events of our country’s wars
and conflicts;
• to promote the national defense;
• to maintain and extend the institutions of American freedom and at all
times to uphold, protect and defend the Constitution of the United States
of America.",
Illini VEX Robotics,https://one.illinois.edu/IlliniVEXRobotics/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","To promote STEM with the platform of VEX by creating Research & Design Projects, Software Development Tools, and Competing in the International level VEX U Competition.",
Illini Waterski and Wakeboard Club,https://one.illinois.edu/IlliniWaterskiandWakeboardClub/,"Blue Student Organization
 
 - Athletic & Recreation","The Illini Waterski and Wakeboard team provides the opportunity for our members to waterski frequently throughout the fall and spring in pursuit of growth on the water. Whether you have skied your whole life or are just learning, there’s a spot for you on the team. The team competes in collegiate tournaments throughout the Midwest over the first few weeks of the fall and end of the spring semester. In addition to competing, we also host numerous social events within our team throughout the whole year, attend off-season conferences with other teams, and plan ski trips over breaks. Hope to ski you soon!",
Illini Wildlife and Conservation Club,https://publish.illinois.edu/illini-wildlife-and-conservation/,"Orange Student Organization
 
 - Environmental & Sustainability, Social & Leisure","Illini Wildlife and Conservation Club is a perfect fit for any students who are interested in wildlife, conservation, the environment, or just spending time outdoors. Our club has monthly general meetings where we host speakers such as professors from the university, field biologists, zookeepers, and Illinois alumni. During the semester, we take off-campus trips to places such as zoos, state parks, local nature centers, and forest preserves. We also host socials and philanthropy events, plus volunteer at local events like Boneyard Creek Community Day and Illini Lights Out. Our club is dedicated to giving back to our community and being stewards of the local environment. We hope to increase awareness and interest in the conservation and sustainability of both wildlife and the environments that support them.",
"Illini Women in Economics, Econometrics & Statistics",https://one.illinois.edu/WomeninEconomicsEconometricsStatistics/,"Blue Student Organization
 
 - Business, Social & Behavioral Sciences","The Illini Women in Economics, Econometrics & Statistics serves to empower diverse women in economics, econometrics & statistics by fostering professional networks, cultivating strong community connections, providing academic support, and linking members with industry leaders for shared success.",
Illini Women's Golf Club,https://sites.google.com/illinois.edu/wgc/home,"Orange Student Organization
 
 - Athletic & Recreation","The WGC serves as an athletic recreational club aimed towards women to play golf. With there being no clubs directed towards female students to play golf at a recreational level, we are offering the WGC as a place where students can play golf. Individuals of any golfing experience are welcomed to all WGC events including meetings, practices, & outings. Our club’s hope is to foster a positive environment to develop golfing experience, create friendships, & offer professional opportunities.","Members of WGC will have the following benefits within the organization:
1) Voting Rights
2) Ability to attend, participate, & play in WGC events
3) Free admission, when applicable, to RSO events"
Illini Women's Hockey Club,https://one.illinois.edu/IlliniWomensHockeyClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","To provide women with the chance to play
ice hockey in a team atmosphere at a variety of levels of competition. Our
organizations accepts all players no matter their level of experience.","Guaranteed two hours a week of ice time, playing in competitive games against other collegiate hockey teams, learning and growing your hockey skills, and belonging to a friendly and welcoming environment."
Illini Women's Soccer Club,https://one.illinois.edu/IlliniWomensSoccerClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","To compete at the highest level of club intercollegiate soccer during the regular season
and for the title of national champions at the annual NIRSA Championship Series
Tournament.
To allow members to practice and gain good experience in the sport.
To develop good sportsmanship and teamwork skills.
To build a strong, competitive soccer team.",
Illini Women's Water Polo,https://one.illinois.edu/IlliniWomensWaterPolo/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The Illini Women’s Water Polo serves as a team of women at the University of Illinois Urbana-Champaign that enjoy
the sport of water polo and the camaraderie of a team atmosphere. We accept people of all ages and skill sets that have a passion
for being in the water. We compete at Big Ten tournaments across the Midwest in hopes of going to nationals each year. We are
governed by the team’s seniors as well as a president, captains, and many other positions.",
Illini Women's Wrestling,https://one.illinois.edu/IlliniWomensWrestling/,"Orange Student Organization
 
 - Athletic & Recreation, Health & Wellness","The Illini Women's Wrestling serves as to provide a safe, supportive space for people of any skill level and background to come together to promote the sport of wrestling, foster team connections, encourage routine physical fitness, and excel in a male dominated field.",
Illini World Taekwondo,https://publish.illinois.edu/illiniworldtaekwondo/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports, Identity & Culture, Performance Arts","As the largest Taekwondo club on campus, IWT strives to teach the art and sport of Taekwondo while building a strong, inclusive, and involved community. We take pride in offering a welcoming environment that supports individuals of all experience levels, whether they are new to martial arts or have years of Taekwondo experience.",
Illini Wushu Club,https://one.illinois.edu/IlliniWushuClub/,"Orange Student Organization
 
 - Athletic & Recreation","The purpose of this organization, in no particular order, is to provide the
University of Illini at Urbana Champaign, with:
1. An educational and inclusive environment for students to learn or continue
developing their wushu techniques.
2. An outreach towards the UIUC community to raise awareness of and
interest in the Chinese martial art known as Wushu.
3. A competitive Wushu team to compete in competitions of the college level.",
Illini4Israel,https://one.illinois.edu/Illini4Israel/,"Orange Student Organization
 
 - Identity & Culture, International, Social & Leisure","Illini4Israel at the University of Illinois Urbana-Champaign is a non-political student organization dedicated to celebrating the vibrant culture, history, innovation, and spirit of Israel. We aim to create an inclusive space for students of all backgrounds to come together through food, music, education, and community. By hosting events that highlight Israeli creativity, resilience, and diversity, we foster pride, curiosity, and connection among students who share a love and appreciation for Israel. Our goal is to empower students to explore their connection to Israel in a joyful and welcoming environment.",
IlliniFurs,https://one.illinois.edu/IlliniFurs/,"Orange Student Organization
 
 - Identity & Culture, Media Arts, Social & Leisure","The IlliniFurs at the University of Illinois at Urbana-Champaign is a social student-run organization focused on creating lasting connections and bonds with individuals with a common interest in anthropomorphic animals in media. Such media includes but is not limited to: visual artistic works such as drawings and paintings, crafting and expressing oneself in costumes depicting anthropomorphic characters otherwise known as fursuits, animated works, and musical works or social musical gatherings.
The individuals may be involved with the greater “Furry Fandom” (also known as “furries”) as a whole or an adjacent interaction and shared interest with those of furries.
The IlliniFurs operates as a place for members to frequently gather with one another and meet new people in a safe, welcoming environment. The organization aims to create engaging events to strengthen members’ social bonds by providing group activities that encourage interaction and engagement with one another. The organization also helps individuals meet others with an interest in anthropomorphic animals by providing a connection to other local groups or larger gatherings such as conventions.
The IlliniFurs serves as a place where individuals interested in anthropomorphic animals in media or the furry fandom can socialize, discuss, and create related artistic works.",
IlliniReads,https://one.illinois.edu/illinireads/,"Orange Student Organization
 
 - Social & Leisure, Humanities","IlliniReads provides a welcoming environment for students across all majors to engage with literature every month. This is a campus-wide community of readers that aspires to create meaningful connections through elevated discussion. By combining students’ academic and personal interests, IlliniReads fosters a lifelong love of reading, critical thinking, and an appreciation for the power of storytelling.",
IlliniThon,https://one.illinois.edu/IlliniThon/,"Orange Student Organization
 
 - Community Service & Philanthropy","The purpose of IlliniThon is to advance the mission of HSHS St. John’s Children’s
Hospital to provide access to exceptional medical care to children in Central Illinois. Our
organization accomplishes this purpose by raising funds and awareness for HSHS St. John’s
Children’s Hospital. We do so in ways that bring together the University of Illinois community
and Central Illinois children and families in need of emotional support in addition to medical
care. Participation in IlliniThon offers unique opportunities to assist others while having fun and
learning new skills in a welcoming, inclusive organization.","Membership in IlliniThon offers a range of meaningful benefits that extend across philanthropic, personal, and professional domains. As a student-led organization supporting St. John’s Children’s Hospital through the Children’s Miracle Network, IlliniThon provides members with the opportunity to make a tangible impact on the lives of pediatric patients and their families by raising funds for medical care, equipment, and support services not covered by insurance. Beyond the cause itself, members become part of a close-knit and passionate community of students united by service, advocacy, and school spirit. Throughout the year, participants engage in fun and meaningful events, culminating in the high-energy spring dance marathon that celebrates fundraising efforts with music, games, performances, and direct interactions with Miracle Families. These experiences help members build lasting friendships and develop transferable skills in leadership, fundraising, and event planning; valuable assets for future careers. Additionally, IlliniThon offers leadership opportunities through committees and executive roles, and involvement is often recognized as volunteer service on resumes or for academic requirements. Through it all, members find a unique and fulfilling way to give back, grow personally and professionally, and make a difference in their campus community."
Illinois Ballet Company,https://one.illinois.edu/IllinoisBalletCompany/,"Orange Student Organization
 
 - Performance Arts",Professional-level ballet company at the University of Illinois. Advanced ballet classes every Sunday. Productions ft. excerpts from classical ballets,
Illinois Biodiesel Initiative,https://one.illinois.edu/IllinoisBiodieselInitiative/,"Orange Student Organization
 
 - Environmental & Sustainability, Life & Physical Sciences, Technology, Engineering & Mathematics","Illinois Biodiesel Initiative serves to improve on-campus sustainability and
provide professional development and industry/pilot plant experience to interested students in
related fields including chemical engineering, chemistry, biochemistry, agriculture, business, etc.
The organization accomplishes this via production of biodiesel fuel from waste vegetable oil
(UVO).",
Illinois Biophysics,https://one.illinois.edu/IllinoisBiophysics/,"Orange Student Organization
 
 - Life & Physical Sciences",Illinois Biophysics (IB) serves as the organization dedicated to supporting the Biophysics community among graduate students.,
Illinois Club Baseball,https://one.illinois.edu/IllinoisClubBaseball/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The purpose of this organization is to give students the opportunity to play baseball at a competitive collegiate level. In addition, it gives students the opportunity to surround themselves with people that have similar interests and goals. Allows for students to stay active while at school, while also building skills in teamwork, communication, and baseball.
This organization is a fully student run team. The President and Coach oversee the team. Together they determine its members and how the team operates. This team is a competitive team that gives college students an opportunity to enjoy baseball after high school. While it is competitive, we also play for fun and together we succeed. We strive for greatness and achieve it through hard work and dedication to being the best.",
Illinois Club Dodgeball,https://one.illinois.edu/IllinoisClubDodgeball/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","To host a friendly, yet competitive environment for students to play dodgeball with
their peers. Illinois Club Dodgeball also has the goal of competing against rival schools
within the confines of the National Collegiate Dodgeball Association (NCDA). This
includes traveling to opposing universities for competitions and tournaments.","Participation in all Illinois Club Dodgeball practices, tournaments, and activities. This includes weekly sets of scrimmage games, increasing athletic skill, and team bonding."
Illinois Club Golf Team,https://one.illinois.edu/clubgolfteam/,"Blue Student Organization
 
 - Athletic & Recreation","Providing students with the opportunity to compete at a competitive, collegiate level in golf across the US, promoting the growth of team and leadership skills, while fostering an environment for golfers who don’t have the chance to pursue golf at a higher level.",
Illinois Consulting Group,https://one.illinois.edu/IllinoisConsultingGroup/,"Orange Student Organization
 
 - Business, Social & Leisure, Technology, Engineering & Mathematics","Illinois Consulting Group is an organization of the University of Illinois at Urbana – Champaign.
ICG is a student-ran management consulting organization that provides University of Illinois
students the opportunity to solve real-world business problems for clients. We are committed to
providing our clients with high-quality deliverables and strategic recommendations, and our
consultants with a uniquely collaborative leadership experience.",
Illinois Data Science Club,https://one.illinois.edu/IllinoisDataScienceClub/,"Orange Student Organization
 
 - Information & Data Sciences, Technology, Engineering & Mathematics",Illinois Data Science Club serves as the organization for students to explore their interest in data science (and related topics).,"Access to fun and exciting educational workshops
Cool iDSC merch and social events
Discounted Semiformal Ticket
Guaranteed entry into the Data Dive
Ability to make your own project for the Data Dive
Exclusive 1:1 corporate networking events
Resume sent out to sponsoring companies
First access to national opportunities, leading educators, conferences, and more coming soon"
Illinois Design Challenge,https://www.illinoisdesignchallenge.com,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","The purpose of the Organization shall be to foster and encourage the
development of rapid ideation, product design, and engineering design
skills within a collaborative and competitive environment. We aim to
provide students an avenue to exercise their creative thinking through
engineering design processes such as Computer Aided Design [“CAD”],
physical design, brainstorming, problem solving, and teamwork.
Through workshops held throughout the year and flagship events such as
CAD/design competitions, we intend to raise awareness about the
importance of design thinking for students across all disciplines, and give
students the opportunity to learn and improve their engineering design
skills.",
Illinois Economics Consulting Club [IEC],https://one.illinois.edu/illinoiseconomicsconsulting/,"Orange Student Organization
 
 - Business, Social & Behavioral Sciences","Illinois Economics Consulting empowers students to deliver practical, high-quality economic
analyses to local businesses, nonprofits and government agencies. Our mission is to provide
valuable, actionable solutions to our clients while fostering the growth and expertise of our
student members. We prepare our members for successful consulting careers through hands-on
experience and professional development, emphasizing the application of economic principles.","Members of the Illinois Economics Consulting will have the following benefits within the
organization:
1) Admission to all RSO events
2) Hands-on experience with real-world projects
3) Developing and maintaining a professional network, interaction with clients
4) Prospective roles and leadership opportunities in the RSO executive board
5) Access to additional resources provided by the organization"
Illinois Education Association - Aspiring Educators,https://one.illinois.edu/IllinoisEducationAssociationAspiringEducators/,"Blue Student Organization
 
 - Advocacy & Activism, Education, Pedagogy & Instruction","The Aspiring Educators UIUC chapter empowers future educators through professional development, advocacy, community building, and service to promote equity and excellence in education.",
Illinois Golf League,https://one.illinois.edu/IllinoisGolfLeague/,"Orange Student Organization
 
 - Athletic & Recreation","The common goal of the Illinois Golf League (IGL) is to provide an opportunity for any student golfer or student interested in the game of golf to meet, compete and network with other golfers on campus through weekly outings at the University's golf course. We want to create a welcoming atmosphere for golfers of all skill levels and to encourage all members to continue to improve their game through constructive rounds of golf. Join our GroupMe for information and communication: https://groupme.com/join_group/102677973/qxWoHeBm",
Illinois Healthcare Mentorship Group (IHMG),https://one.illinois.edu/healthcarementorshipgroup/,"Orange Student Organization
 
 - Health & Wellness","Our mission at the Illinois Healthcare Mentorship Group (IHMG) is to bridge the gap between students aspiring to enter the healthcare industry and seasoned professionals by providing a platform for meaningful dialogue, mentorship, and networking. Through a series of conferences, workshops, and networking events, we aim to cultivate a community where students gain valuable insights into the diverse facets of healthcare, develop professional relationships with industry experts, and are empowered to pursue their career aspirations with confidence and purpose. By fostering collaboration, knowledge exchange, and mentorship, we strive to inspire the next generation of healthcare leaders and innovators in Illinois and beyond.","*Professional development
*Career exploration
*Networking
*Mentorship programs"
Illinois Jurisprudence Society,https://one.illinois.edu/IllinoisJurisprudenceSociety/,"Orange Student Organization
 
 - Law","The primary purpose of the Illinois Jurisprudence Society shall be the
advancement of philosophical and legal education amongst the members of the
University of Illinois College of Law by organizing lectures and debates by faculty,
attorneys, and other distinguished jurists and philosophers.
(B) In pursuit of the advancement of philosophical and legal education, the Illinois
Jurisprudence Society shall host social events involving discussion and debate
concerning jurisprudence and cognate topics.
(C) The Society shall provide for such other educational and recreational activities
as the Executive Board of the Illinois Jurisprudence Society shall from time to time
decide, provided they do not interfere with the educational purposes of the Illinois
Jurisprudence Society.",
Illinois Leadership Center (ILC),https://www.leadership.illinois.edu/,Student Affairs Departments & Programs,"The Illinois Leadership® Center is committed to developing and enhancing the leadership skills of all students through assessment, learning, and experiential opportunities. In addition, the Center supports faculty and staff who are pursuing leadership-related teaching, research, and student engagement activities.",
Illinois Medical Advancements through Design and Engineering,https://one.illinois.edu/IllinoisMedicalAdvancementthroughDesignEngineering/,"Blue Student Organization 
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","-MADE will strive to create a collaborative, supportive and innovative",
Illinois Medical Advancements through Design and Engineering,https://students.grainger.illinois.edu/imade/home/,"Blue Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","-MADE will strive to create a collaborative, supportive and innovative
community that can make a positive impact on healthcare. In order
support this mission our goals are as follows:
- To manage internal healthcare projects for our industry partners that provide high-impact and
innovative solutions.
- To create personalized and cost effective medical solutions for the community.
- To provide students at the University of Illinois with the opportunity to work hands-on with
medical devices and improve their technical skills.",
Illinois Men's Club Basketball,https://one.illinois.edu/IllinoisMensClubBasketball/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","As a member of the Men’s Club Basketball Team, we offer our players opportunities to:
Compete competitively with other university club teams across the country
Improve your basketball skills/IQ
Practice weekly and play in tournaments
Play competitively without the same commitment as official college sports
Build relationships with fellow players and other clubs on campus
Better yourself and others through the game of basketball",
Illinois Men's Lacrosse Club,https://one.illinois.edu/IllinoisMensLacrosseClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The Mens Lacrosse Club at the University of Illinois at Urbana Champaign serves to provide students with the opportunity to continue to play lacrosse at a competitive level, while also giving students a means of exercises and a social group.",
Illinois Men's Rowing Club,https://one.illinois.edu/IllinoisMensRowingClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports",The club is committed to the University of Illinois at Urbana-Champaign student-athletes competing on a national level while providing exciting and unique athletic opportunities for experienced rowers to compete in collegiate rowing.,
Illinois Men's Rugby,https://one.illinois.edu/IllinoisMensRugby/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The purpose of the club is to bring the competition, brotherhood, and social qualities that are unique to the sport of rugby to the University campus to breed leaders, athletes, and friendships for club members. The club will continue to serve as a part of a large network throughout the world not only in rugby, but also in business, education, commerce, pleasure, and community improvement.",
Illinois Men's Soccer Club,https://one.illinois.edu/IllinoisMensSoccerClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","The Team will strive to develop and demonstrate exemplary characteristics throughout all
team members on and off the field. The Team has a history of and will strive to continue being
recognized by NIRSA and the Midwest Alliance Soccer Conference at the University of Illinois
and will represent the University of Illinois at regional and national competitions with integrity
and the drive to win. The Team and its members will act under strong elected leadership that will
comport itself in a meritorious manner at all times. The two main goals of the Team will be:
1. To offer a top quality soccer experience at UIUC and win a national championship
(priority goal)
2. To create a soccer opportunity at UIUC",
Illinois Men's Volleyball Club,https://one.illinois.edu/IllinoisMensVolleyballClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","IMVB exists to provide UIUC students with
i) A competitive environment in which to practice and compete in intercollegiate volleyball;
ii)The opportunity to improve their volleyball skills;
iii) A collegial team atmosphere in which playing volleyball fosters a respect for the spirit of the sport, sportsmanship, leadership, and teamwork;
iv) A social structure for meeting new people who share an interest in volleyball, sports, and athletic competition.
IMVB is an entirely student run organization.",
Illinois MicroTech,https://microtech.web.illinois.edu,"Orange Student Organization
 
 - Education, Pedagogy & Instruction, Technology, Engineering & Mathematics","Illinois MicroTech serves to provide opportunities for all curious students to
explore the study of Micro-Electro-Mechanical Systems (MEMS) and micro/nano technology, an
important topic of the future that is not traditionally taught in undergraduate curriculum. Illinois
MicroTech strives to increase the growth, knowledge and participation of UIUC students in
MEMS and microfabrication and provide necessary resources to its members.",
Illinois Model United Nations,https://one.illinois.edu/IllinoisModelUnitedNations/,"Orange Student Organization
 
 - Advocacy & Activism, Ideology & Politics, International, Law","The Illinois Model United Nations organization will serve its members in the following
ways:
a. As an opportunity to learn about the purpose, structure, history, and works of the
United Nations,
b. By bringing students together in an open forum to discuss issues pertaining to real
world situations,
c. By broadening global perspectives on a variety of academic and practical
subjects,
d. By increasing individual debate, oratory, writing, communicative, and leadership
skills along with confidence and poise,
e. By contributing to the education of students by exposing them to real problems,
debates, UN procedures, and UN protocols in the context of international relations
and foreign policy,
f. By fostering the requisite skills and experiences among future leaders to facilitate
cooperation, unity, dialogue, and discussion to solve pertinent issues,
g. As a forum to increase knowledge about the world we live in today,
h. As an organization that furthers the professional, academic, and volunteering
development of students with the aim of creating well-rounded global citizens.",
Illinois Music Business Club,https://one.illinois.edu/IllinoisMusicBusinessClub/,"Orange Student Organization
 
 - Media Arts",The purpose(s) of this organization shall be to give students at the University of Illinois the opportunity to connect with professionals in the music industry to help further their professional development and foster the opportunity to enter the music business.,
Illinois National Organization for the Professional Advancement of Black Chemists and Chemical Engineers Student Chapter,https://publish.illinois.edu/illinoisnobcche/,"Orange Student Organization
 
 - Community Service & Philanthropy, Education, Pedagogy & Instruction, Environmental & Sustainability, Identity & Culture, Life & Physical Sciences","The mission of the National Organization for the Professional Advancement of Black Chemists and Chemical Engineers (NOBCChE) is to build an eminent cadre of successful diverse global leaders in STEM and advance their professional endeavors by adding value to their academic, development, leadership, and philanthropic endeavors throughout the life-cycle of their careers. The mission of the Illinois Student Chapter of NOBCChE is to provide social and educational programs that support all students, especially students of color, in their potential in academic and professional pursuits in chemistry, chemical engineering, and all STEM fields. Also, we aim to make chemistry feel approachable and accessible to all students by teaching them the unique ways in which chemistry can be applied in their daily lives through educational presentations and science experiments or demonstrations related to food and cooking, as well as nature, environmentalism, and green chemistry.","Local membership in UIUC NOBCChE Chapter with leadership and guidance from graduate students of color. Unity and friendship with other students who are navigating school. Additionally, there are monthly events and celebrations to support community."
Illinois Open Ultimate Frisbee Team,https://one.illinois.edu/IllinoisOpenUltimateFrisbeeTeam/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","Illinois Rise is one of the premier ultimate programs in the Midwest and frequently ranks in the National top 25. We strive to contend with the best programs in the country and qualify to compete at Nationals regulary. We are a program that prides itself on developing players who come to Illinois with no experience playing competitive ultimate. We teach all levels of ultimate, from the basics of throwing a forehand all the way to throwing bombs in the worst of weather.",
Illinois Personal Wealth Management Club,https://one.illinois.edu/IllinoisPersonalWealthManagementClub/,"Blue Student Organization
 
 - Business, Education, Pedagogy & Instruction","The Illinois Personal Wealth Management Club aims to educate aspiring investors on basic investment and personal finance principles. We have created a micro fund which will be a good way to use real examples of the stock market to help teach our members how to invest. We’re looking for students interested in investing but who aren’t educated in the field and plan to teach them the right way to invest. Additionally, we will educate our members on other parts of personal finance. Managing your personal finance isn’t just about investing. It also deals with credit cards, budgeting, and smart timed investing. All this will be topics covered in our club.",
Illinois Recreational Baseball League,https://one.illinois.edu/RecreationalBaseballLeague/,"Orange Student Organization
 
 - Athletic & Recreation","The Illinois Recreational Baseball League serves to bring the sport of baseball to the University of Illinois at Urbana-Champaign in a casual and fun, yet competitive, setting. We are welcome to people of all different backgrounds and experiences with baseball.",
Illinois Reptile Society,https://one.illinois.edu/illinoisreptilesociety/,"Orange Student Organization
 
 - Advocacy & Activism, Environmental & Sustainability",The Illinois Reptile Society serves to have fun while learning about how to interact with reptiles and amphibians both in the wild and in captivity,
Illinois Rip Chords,https://one.illinois.edu/IllinoisRipChords/,"Orange Student Organization
 
 - Performance Arts","The Illinois Rip Chords serves as an inclusive space to share music across the campus and to our peers, to give the opportunity for treble voices to be unified together, to share a positive message through the joy of music, and to promote and encourage the power of singing.",
Illinois Robotics in Space,https://one.illinois.edu/IllinoisRoboticsinSpace/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","Illinois Robotics in Space (IRIS) is a multidisciplinary student organization formed to compete in the annual NASA Robotic Mining Competition (RMC). IRIS provides an opportunity for University of Illinois students to experience the development of innovative robotic systems in a peer-based learning environment, fostering systems thinking and collaboration through development, manufacturing, and operation of complex, space-oriented robots in a Systems Engineering framework. IRIS’s hands-on learning environment extends into the Champaign- Urbana community through educational outreach projects and demonstrations that promote Science, Technology, Engineering, and Mathematics (STEM) and inspire the next generation of students about robotics and space exploration. This outreach also attempts to improve educational opportunities and resources for minorities and female populations.",
Illinois Sailing,https://one.illinois.edu/IllinoisSailing/,"Blue Student Organization
 
 - Athletic & Recreation",We offer any and all students the opportunity to learn to sail.,"Our club aims to help all levels of sailor. We teach new members the basics of sailing, introduce people to sailboat racing, and offer coaching to experienced sailors. We also have a vast alumni network for sailing opportunities outside of the collegiate world. All at a greatly reduced price compared to regular yacht clubs."
Illinois Semiconductor Student Alliance,https://one.illinois.edu/IllinoisSemiconductorStudentAlliance/,"Orange Student Organization
 
 - Technology, Engineering & Mathematics, ~ Affiliation: Grainger College of Engineering","ISSA serves to help tackle the incoming talent shortage in the semiconductor industry by bolstering student engagement and providing valuable opportunities for networking, skill development, and career advancement within the field. Ultimate goal is for every major university to have this semiconductor student club to create a vast network nationwide.",
Illinois Shotokan Karate Club,https://one.illinois.edu/IllinoisShotokanKarateClub/,"Orange Student Organization
 
 - Athletic & Recreation, Club Sports","We are a Registered Student Organization that practices the Shotokan style of Karate, aiming to appeal to all karate-ka on campus and emphasize our club beliefs of mind, spirit and technique. UIUC ISKC is a branch of ISKC (based out of Chicago) that allows ISKC members to continue their training during the collegiate years. We also welcome any new beginners and former karate-ka.
UIUC ISKC’s Philosophy focuses around three entities of mind, spirit and technique. We aim to incorporate all three into training to improve our overall karate and achieve a balanced mind and body.",
