COURSE,Unnamed: 1,TITLE,ACP,CS,COMP1,HUM,NAT,QR,SBS,Year,Term,TermYear,Average_GPA
AAS 300,,"Theories of Race, Gender, and Sexuality",ACP,,,,,,,2026,Spring,2026-sp,
AAS 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
AAS 370,,"Immigration, Law, and Rights",ACP,,,,,,,2026,Spring,2026-sp,3.03
AAS 402,,Asian American Education,ACP,US,,,,,,2026,Spring,2026-sp,
ABE 469,,Capstone Design Experience,ACP,,,,,,,2026,Spring,2026-sp,3.63
AE 443,,Aerospace Systems Design II,ACP,,,,,,,2026,Spring,2026-sp,3.56
AFRO 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
AFRO 340,,Dancing Black Popular Culture,ACP,US,,HP,,,,2026,Spring,2026-sp,
AFRO 460,,Slavery in the United States,ACP,,,,,,,2026,Spring,2026-sp,
AFRO 474,,"The Black Liberation Movement, 1955-Present",ACP,,,,,,,2026,Spring,2026-sp,
AGCM 220,,Communicating Agriculture,ACP,,,,,,,2026,Spring,2026-sp,3.56
ANSC 205,,World Animal Resources,ACP,,,,,,,2026,Spring,2026-sp,3.64
ANTH 268,,Images of the Other,ACP,WCC,,HP,,,,2026,Spring,2026-sp,3.14
ANTH 270,,Language in Culture,ACP,,,,,,SS,2026,Spring,2026-sp,3.29
ANTH 414,,Writing Ethnography,ACP,,,,,,,2026,Spring,2026-sp,3.32
ARCH 314,,History of World Landscapes,ACP,WCC,,HP,,,,2026,Spring,2026-sp,3.82
ASTR 401,,Scientific Writing for Astronomy,ACP,,,,,,,2026,Spring,2026-sp,
ASTR 490,,Senior Thesis,ACP,,,,,,,2026,Spring,2026-sp,
ATMS 315,,Meteorological Instrumentation,ACP,,,,,,,2026,Spring,2026-sp,3.96
BADM 340,,Ethical Dilemmas of Business,ACP,,,,,,,2026,Spring,2026-sp,3.72
BIOC 460,,Biochemistry Senior Seminar,ACP,,,,,,,2026,Spring,2026-sp,3.46
BIOE 400,,Bioengineering Senior Design,ACP,,,,,,,2026,Spring,2026-sp,3.69
BTW 250,,Principles Bus Comm,ACP,,,,,,,2026,Spring,2026-sp,3.6
BTW 261,,Principles Tech Comm,ACP,,,,,,,2026,Spring,2026-sp,3.62
BTW 263,,Writing in the Disciplines,ACP,,,,,,,2026,Spring,2026-sp,3.31
BTW 360,,Writing for Digital Media,ACP,,,,,,,2026,Spring,2026-sp,
BTW 380,,Global Business Communication,ACP,,,,,,,2026,Spring,2026-sp,
CEE 300,,Behavior of Materials,ACP,,,,,,,2026,Spring,2026-sp,2.93
CEE 340,,Energy and Global Environment,ACP,,,,,,,2026,Spring,2026-sp,3.43
CHBE 431,,Process Design,ACP,,,,,,,2026,Spring,2026-sp,3.05
CHEM 317,,Inorganic Chemistry Lab,ACP,,,,,,,2026,Spring,2026-sp,3.32
CHEM 437,,Organic Chemistry Lab,ACP,,,,,,,2026,Spring,2026-sp,3.29
CHP 396,,Interdisciplinary Seminar ACP,ACP,,,,,,,2026,Spring,2026-sp,3.81
CLCV 322,,Introduction to Greek and Roman Theater,ACP,,,,,,,2026,Spring,2026-sp,
CLCV 323,,The Comic Imagination,ACP,WCC,,LA,,,,2026,Spring,2026-sp,3.21
CMN 220,,Communicating Public Policy,ACP,,,,,,,2026,Spring,2026-sp,3.45
CS 211,,Ethical and Professional Conduct,ACP,,,,,,,2026,Spring,2026-sp,3.73
CS 429,,"Software Engineering II, ACP",ACP,,,,,,,2026,Spring,2026-sp,3.47
CS 493,,"Senior Project II, ACP",ACP,,,,,,,2026,Spring,2026-sp,3.63
CS 499,,Senior Thesis,ACP,,,,,,,2026,Spring,2026-sp,
CW 243,,"The Craft Essay: Creative Reading, Reflection, and Revision",ACP,,,,,,,2026,Spring,2026-sp,3.33
CWL 227,,Golden Age of Russian Literature,ACP,,,LA,,,,2026,Spring,2026-sp,
CWL 241,,Early Masterpieces of Western Culture,ACP,WCC,,LA,,,,2026,Spring,2026-sp,3.57
CWL 242,,Modern Masterpieces of Western Culture,ACP,WCC,,LA,,,,2026,Spring,2026-sp,3.39
CWL 322,,The Comic Imagination,ACP,WCC,,LA,,,,2026,Spring,2026-sp,
DANC 340,,Dancing Black Popular Culture,ACP,US,,HP,,,,2026,Spring,2026-sp,3.36
DANC 441,,Dance History Seminar,ACP,,,,,,,2026,Spring,2026-sp,
EALC 327,,Tokyo: Then and Now,ACP,NW,,,,,,2026,Spring,2026-sp,3.88
EALC 361,,Gender and Women in East Asia,ACP,,,,,,,2026,Spring,2026-sp,3.18
ECE 316,,Ethics and Engineering,ACP,,,HP,,,,2026,Spring,2026-sp,3.68
ECE 445,,Senior Design Project Lab,ACP,,,,,,,2026,Spring,2026-sp,3.23
ECE 496,,Senior Research Project,ACP,,,,,,,2026,Spring,2026-sp,
ECE 499,,Senior Thesis,ACP,,,,,,,2026,Spring,2026-sp,
ECON 442,,Women in the Economy,ACP,,,,,,,2026,Spring,2026-sp,3.0
ECON 451,,Program Evaluation in Developing Economies,ACP,,,,,,,2026,Spring,2026-sp,3.47
EDUC 202,,"Social Justice, School and Society",ACP,,,HP,,,,2026,Spring,2026-sp,3.73
ENGL 109,,Intro to Fiction-ACP,ACP,,,LA,,,,2026,Spring,2026-sp,3.48
ENGL 350,,"Writing about Literature, Text, and Culture",ACP,,,,,,,2026,Spring,2026-sp,3.56
ENGL 360,,Environmental Writing,ACP,,,,,,,2026,Spring,2026-sp,
ENGL 477,,Advanced Environmental Writing,ACP,,,,,,,2026,Spring,2026-sp,3.83
ENVS 220,,Communicating Agriculture,ACP,,,,,,,2026,Spring,2026-sp,
EPOL 202,,Foundations of Education-ACP,ACP,,,,,,,2026,Spring,2026-sp,3.6
EPOL 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,3.69
EPOL 402,,Asian American Education,ACP,US,,,,,,2026,Spring,2026-sp,3.75
ESE 360,,Environmental Writing,ACP,,,,,,,2026,Spring,2026-sp,3.18
ESE 465,,Transportation &Sustainability,ACP,,,,,,,2026,Spring,2026-sp,
ESE 477,,Advanced Environmental Writing,ACP,,,,,,,2026,Spring,2026-sp,
ETMA 311,,Humanity in the Food Web,ACP,,,HP,,,,2026,Spring,2026-sp,3.49
GEOL 201,,History of Geology,ACP,,,HP,,,,2026,Spring,2026-sp,
GGIS 465,,Transportation &Sustainability,ACP,,,,,,,2026,Spring,2026-sp,3.69
GLBL 280,,Nuclear Weapons & Arms Control,ACP,,,,,,,2026,Spring,2026-sp,
GLBL 357,,Ethnic Conflict,ACP,,,,,,,2026,Spring,2026-sp,
GLBL 392,,Int Diplomacy and Negotiation,ACP,,,,,,,2026,Spring,2026-sp,3.01
GLBL 481,,Writing on Technol & Security,ACP,,,,,,,2026,Spring,2026-sp,
GWS 305,,"Theories of Race, Gender, and Sexuality",ACP,,,,,,,2026,Spring,2026-sp,
GWS 361,,Gender and Women in East Asia,ACP,,,,,,,2026,Spring,2026-sp,
GWS 392,,Chicanas&Latinas: Self&Society,ACP,,,,,,,2026,Spring,2026-sp,
GWS 498,,Senior Seminar,ACP,,,,,,,2026,Spring,2026-sp,
HDFS 290,,Intro to Research Methods,ACP,,,,,,,2026,Spring,2026-sp,3.32
HIST 140,,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP),ACP,WCC,,HP,,,,2026,Spring,2026-sp,
HIST 143,,Modern Europe and the World - ACP,ACP,WCC,,HP,,,,2026,Spring,2026-sp,
HIST 168,,A History of Judaism,ACP,,,HP,,,,2026,Spring,2026-sp,
HIST 170,,US History to 1877-ACP,ACP,US,,HP,,,,2026,Spring,2026-sp,3.38
HIST 173,,US History Since 1877-ACP,ACP,US,,HP,,,,2026,Spring,2026-sp,
HIST 327,,Tokyo: Then and Now,ACP,NW,,,,,,2026,Spring,2026-sp,
HIST 478,,"The Black Liberation Movement, 1955-Present",ACP,,,,,,,2026,Spring,2026-sp,
HIST 482,,Slavery in the United States,ACP,,,,,,,2026,Spring,2026-sp,
HIST 498,,Research and Writing Seminar,ACP,,,,,,,2026,Spring,2026-sp,
HK 300,,Health Behavior Theories and Applications,ACP,,,,,,BSC,2026,Spring,2026-sp,3.56
HK 340,,Social & Psychological Aspects of Physical Activity,ACP,,,,,,,2026,Spring,2026-sp,3.25
HORT 223,,The Intelligent Behavior of Plants,ACP,,,,LS,,,2026,Spring,2026-sp,3.57
IB 203,,Ecology,ACP,,,,,,,2026,Spring,2026-sp,3.47
IB 271,,Organismal Biology,ACP,,,,,,,2026,Spring,2026-sp,3.78
INFO 303,,Writing Across Media,ACP,,,,,,,2026,Spring,2026-sp,
IS 312,,Reading and Writing Data,ACP,,,LA,,,,2026,Spring,2026-sp,3.7
JOUR 200,,Introduction to Journalism,ACP,,,,,,,2026,Spring,2026-sp,3.3
JS 120,,A History of Judaism,ACP,,,HP,,,,2026,Spring,2026-sp,
LA 314,,History of World Landscapes,ACP,WCC,,HP,,,,2026,Spring,2026-sp,3.25
LING 301,,Elements of Syntax,ACP,,,,,,,2026,Spring,2026-sp,3.1
LING 413,,Corpus Linguistics,ACP,,,,,,,2026,Spring,2026-sp,3.74
LLS 305,,"Theories of Race, Gender, and Sexuality",ACP,,,,,,,2026,Spring,2026-sp,
LLS 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
LLS 372,,"Immigration, Law, and Rights",ACP,,,,,,,2026,Spring,2026-sp,
LLS 385,,Theory and Methods in LLS,ACP,,,,,,,2026,Spring,2026-sp,3.35
LLS 392,,Chicanas&Latinas: Self&Society,ACP,,,,,,,2026,Spring,2026-sp,3.57
MACS 101,,Introduction to the Media,ACP,,,,,,,2026,Spring,2026-sp,3.6
ME 470,,Senior Design Project,ACP,,,,,,,2026,Spring,2026-sp,3.77
MSE 307,,Materials Laboratory I,ACP,,,,,,,2026,Spring,2026-sp,3.45
MSE 308,,Materials Laboratory II,ACP,,,,,,,2026,Spring,2026-sp,3.55
MUS 244,,Social Foundations of Music Ed,ACP,,,,,,,2026,Spring,2026-sp,3.42
NPRE 481,,Writing on Technol & Security,ACP,,,,,,,2026,Spring,2026-sp,3.52
NRES 220,,Communicating Agriculture,ACP,,,,,,,2026,Spring,2026-sp,
NRES 419,,Env and Plant Ecosystems,ACP,,,,,,,2026,Spring,2026-sp,3.21
PHIL 100,,Intro to Philosophy-ACP,ACP,,,HP,,,,2026,Spring,2026-sp,3.09
PHIL 104,,Intro to Ethics-ACP,ACP,,,HP,,,,2026,Spring,2026-sp,3.31
PHIL 316,,Ethics and Engineering,ACP,,,HP,,,,2026,Spring,2026-sp,
PHIL 419,,"Space, Time, and Matter-ACP",ACP,,,,,,,2026,Spring,2026-sp,
PHYS 280,,Nuclear Weapons & Arms Control,ACP,,,,,,,2026,Spring,2026-sp,3.58
PHYS 419,,"Space, Time, and Matter-ACP",ACP,,,,,,,2026,Spring,2026-sp,2.9
PHYS 496,,Communicating in Physics—Writing Papers and Giving Talks,ACP,,,,,,,2026,Spring,2026-sp,3.79
PLPA 200,,"Plants, Pathogens, and People",ACP,,,,LS,,,2026,Spring,2026-sp,3.57
PS 281,,Intro to Intl Relations-ACP,ACP,,,,,,SS,2026,Spring,2026-sp,3.2
PS 282,,Governing Globalization,ACP,,,,,,SS,2026,Spring,2026-sp,3.37
PS 357,,Ethnic Conflict,ACP,,,,,,,2026,Spring,2026-sp,3.08
PSYC 498,,Senior Honors Seminar,ACP,,,,,,,2026,Spring,2026-sp,
REL 120,,A History of Judaism,ACP,,,HP,,,,2026,Spring,2026-sp,3.27
RHET 233,,Adv Rhetoric & Composition,ACP,,,,,,,2026,Spring,2026-sp,3.48
RST 410,,"Strategic Management in Recreation, Sport and Tourism",ACP,,,,,,,2026,Spring,2026-sp,3.13
RUSS 220,,Golden Age of Russian Literature,ACP,,,LA,,,,2026,Spring,2026-sp,3.05
SE 494,,Senior Engineering Project I,ACP,,,,,,,2026,Spring,2026-sp,3.78
SOC 392,,Chicanas&Latinas: Self&Society,ACP,,,,,,,2026,Spring,2026-sp,
SOCW 300,,Diversity: Identities & Issues,ACP,US,,,,,,2026,Spring,2026-sp,3.52
TAM 324,,Behavior of Materials,ACP,,,,,,,2026,Spring,2026-sp,
THEA 209,,Writing Performance & Culture,ACP,WCC,,LA,,,,2026,Spring,2026-sp,
THEA 304,,Global Theatre Performance,ACP,,,,,,,2026,Spring,2026-sp,3.2
THEA 323,,The Comic Imagination,ACP,WCC,,LA,,,,2026,Spring,2026-sp,
UP 312,,Communication for Planners,ACP,,,,,,,2026,Spring,2026-sp,3.34
WRIT 303,,Writing Across Media,ACP,,,,,,,2026,Spring,2026-sp,
AAS 100,,Intro Asian American Studies,,US,,,,,SS,2026,Spring,2026-sp,3.52
AAS 105,,Introduction to Arab American Studies,,US,,,,,,2026,Spring,2026-sp,3.7
AAS 120,,Intro to Asian Am Pop Culture,,US,,,,,,2026,Spring,2026-sp,3.3
AAS 200,,U.S. Race and Empire,,US,,HP,,,,2026,Spring,2026-sp,3.58
AAS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
AAS 203,,"Race, Science, and Technology",,US,,,,,SS,2026,Spring,2026-sp,
AAS 211,,Asian Americans and the Arts,,US,,LA,,,,2026,Spring,2026-sp,3.56
AAS 215,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,3.46
AAS 246,,Asian American Youth in Film,,US,,,,,SS,2026,Spring,2026-sp,3.8
AAS 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,3.76
AAS 260,,Intro Asian American Theatre,,US,,,,,,2026,Spring,2026-sp,
AAS 275,,The Politics of Fashion,,US,,,,,,2026,Spring,2026-sp,
AAS 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,
AAS 282,,Feminist and Queer Activisms,,US,,,,,,2026,Spring,2026-sp,
AAS 283,,Asian American History,,US,,HP,,,,2026,Spring,2026-sp,
AAS 286,,Asian American Literature,,US,,LA,,,,2026,Spring,2026-sp,
AAS 287,,Food and Asian Americans,,US,,,,,SS,2026,Spring,2026-sp,3.8
AAS 297,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,
AAS 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
AAS 402,,Asian American Education,ACP,US,,,,,,2026,Spring,2026-sp,
ACE 255,,Economics of Food and Environmental Justice,,US,,,,,SS,2026,Spring,2026-sp,3.62
ACES 179,,History of Ag in IL Since 1860,,US,,HP,,,,2026,Spring,2026-sp,3.16
ADV 175,,Introduction to Multicultural Advertising,,US,,,,,,2026,Spring,2026-sp,3.52
AFRO 100,,Intro to African American St,,US,,,,,SS,2026,Spring,2026-sp,3.3
AFRO 101,,"Black America, 1619-Present",,US,,HP,,,,2026,Spring,2026-sp,2.98
AFRO 103,,Black Women in the Diaspora,,US,,,,,,2026,Spring,2026-sp,3.01
AFRO 105,,Black Literature in America,,US,,LA,,,,2026,Spring,2026-sp,3.35
AFRO 106,,Hist Arch Americas,,US,,HP,,,,2026,Spring,2026-sp,
AFRO 122,,Russia and Black America,,US,,,,,,2026,Spring,2026-sp,
AFRO 132,,African American Music,,US,,LA,,,,2026,Spring,2026-sp,3.31
AFRO 134,,"Religion, Race, and Resistance",,US,,,,,,2026,Spring,2026-sp,
AFRO 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
AFRO 211,,Intro to African-American Film,,US,,,,,,2026,Spring,2026-sp,
AFRO 212,,Introduction to African American Theatre,,US,,,,,,2026,Spring,2026-sp,
AFRO 215,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,
AFRO 224,,Humanist Persp of Afro-Am Exp,,US,,LA,,,,2026,Spring,2026-sp,3.79
AFRO 228,,Hip Hop Music: History and Culture,,US,,LA,,,,2026,Spring,2026-sp,3.72
AFRO 234,,Black Religious Imaginations,,US,,,,,,2026,Spring,2026-sp,
AFRO 250,,Introduction to Health and Wellness in the Black Community,,US,,,,,SS,2026,Spring,2026-sp,3.5
AFRO 259,,Early African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,
AFRO 260,,Modern African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,
AFRO 261,,Intro to the African Diaspora,,US,,HP,,,,2026,Spring,2026-sp,3.35
AFRO 275,,Afro-American History to 1877,,US,,HP,,,,2026,Spring,2026-sp,
AFRO 276,,African American History Since 1877,,US,,HP,,,,2026,Spring,2026-sp,
AFRO 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,
AFRO 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
AFRO 340,,Dancing Black Popular Culture,ACP,US,,HP,,,,2026,Spring,2026-sp,
AFST 103,,Black Women in the Diaspora,,US,,,,,,2026,Spring,2026-sp,
AIS 101,,Intro to American Indian Studies,,US,,HP,,,,2026,Spring,2026-sp,3.49
AIS 214,,American Indian Law & Politics,,US,,,,,SS,2026,Spring,2026-sp,
AIS 265,,Intro to American Indian Lit,,US,,LA,,,,2026,Spring,2026-sp,3.21
AIS 275,,Am Indian and Indigenous Film,,US,,LA,,,,2026,Spring,2026-sp,3.35
AIS 277,,Encounters in Native America,,US,,HP,,,,2026,Spring,2026-sp,
AIS 278,,Native American History,,US,,HP,,,,2026,Spring,2026-sp,
AIS 288,,American Indians of Illinois,,US,,HP,,,,2026,Spring,2026-sp,
AIS 295,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,
ANTH 106,,Hist Arch Americas,,US,,HP,,,,2026,Spring,2026-sp,3.52
ANTH 160,,Race and Contemporary Social Issues,,US,,,,,,2026,Spring,2026-sp,3.26
ANTH 259,,Latina/o Anthropology,,US,,,,,SS,2026,Spring,2026-sp,3.54
ANTH 261,,Intro to the African Diaspora,,US,,HP,,,,2026,Spring,2026-sp,
ANTH 288,,American Indians of Illinois,,US,,HP,,,,2026,Spring,2026-sp,3.46
CLCV 224,,Greco-Roman Antiquity and US Minority Cultures,,US,,LA,,,,2026,Spring,2026-sp,3.8
CMN 214,,Organizational Communication & Diversity,,US,,,,,,2026,Spring,2026-sp,3.19
CMN 250,,Social Movement Communication,,US,,,,,,2026,Spring,2026-sp,3.6
CMN 277,,Introduction to Mediated Communication,,US,,,,,SS,2026,Spring,2026-sp,2.96
CWL 122,,Russia and Black America,,US,,,,,,2026,Spring,2026-sp,
CWL 204,,US Border Literatures and Cultures,,US,,,,,,2026,Spring,2026-sp,2.64
CWL 209,,Jewish American and US Minority Literatures in Dialogue,,US,,LA,,,,2026,Spring,2026-sp,
CWL 226,,Humanist Persp of Afro-Am Exp,,US,,LA,,,,2026,Spring,2026-sp,
CWL 259,,Early African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,
CWL 260,,Modern African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,
DANC 340,,Dancing Black Popular Culture,ACP,US,,HP,,,,2026,Spring,2026-sp,3.36
EDUC 201,,Identity and Difference in Education,,US,,,,,,2026,Spring,2026-sp,3.73
ENGL 150,,Black Literature in America,,US,,LA,,,,2026,Spring,2026-sp,
ENGL 222,,Jewish American and US Minority Literatures in Dialogue,,US,,LA,,,,2026,Spring,2026-sp,
ENGL 224,,Latina/o Popular Culture,,US,,,,,,2026,Spring,2026-sp,
ENGL 225,,Intro to Latina/o Literature,,US,,LA,,,,2026,Spring,2026-sp,
ENGL 259,,Early African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,3.61
ENGL 260,,Modern African American Literature and Culture,,US,,,,,,2026,Spring,2026-sp,3.5
ENGL 265,,Intro to American Indian Lit,,US,,LA,,,,2026,Spring,2026-sp,
ENGL 275,,Am Indian and Indigenous Film,,US,,LA,,,,2026,Spring,2026-sp,
ENGL 286,,Asian American Literature,,US,,LA,,,,2026,Spring,2026-sp,3.35
EPOL 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,3.69
EPOL 380,,Education and Social Justice,,US,,HP,,,,2026,Spring,2026-sp,3.84
EPOL 402,,Asian American Education,ACP,US,,,,,,2026,Spring,2026-sp,3.75
EPSY 202,,Exploring Cultural Pluralism,,US,,,,,,2026,Spring,2026-sp,3.4
EPSY 222,,Language & Culture of Deaf Communities,,US,,,,,SS,2026,Spring,2026-sp,
ESE 254,,"People, Places, and Environments of the US",,US,,,,,SS,2026,Spring,2026-sp,
FAA 201,,Black Arts Today,,US,,LA,,,,2026,Spring,2026-sp,3.23
FR 165,,French in US Minority Cultures,,US,,,,,,2026,Spring,2026-sp,
GGIS 254,,"People, Places, and Environments of the US",,US,,,,,SS,2026,Spring,2026-sp,3.58
GLBL 130,,Resistance Movements,,US,,,,,,2026,Spring,2026-sp,3.65
GWS 103,,Black Women in the Diaspora,,US,,,,,,2026,Spring,2026-sp,
GWS 215,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,
GWS 230,,Latina/o Genders & Sexualities,,US,,,,,,2026,Spring,2026-sp,
GWS 263,,History of Medicine in the United States,,US,,HP,,,,2026,Spring,2026-sp,
GWS 275,,The Politics of Fashion,,US,,,,,,2026,Spring,2026-sp,3.51
GWS 282,,Feminist and Queer Activisms,,US,,,,,,2026,Spring,2026-sp,3.84
GWS 285,,US Gender History to 1877,,US,,HP,,,,2026,Spring,2026-sp,
GWS 382,,Black Women & Popular Culture,,US,,,,,,2026,Spring,2026-sp,2.76
GWS 393,,Policing Latinx Immigrant Communities,,US,,,,,,2026,Spring,2026-sp,
HDFS 120,,Intro to Family Studies,,US,,,,,SS,2026,Spring,2026-sp,3.44
HDFS 221,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,
HDFS 322,,US Latina and Latino Families,,US,,,,,,2026,Spring,2026-sp,3.62
HIST 104,,Black Music,,US,,HP,,,,2026,Spring,2026-sp,3.67
HIST 170,,US History to 1877-ACP,ACP,US,,HP,,,,2026,Spring,2026-sp,3.38
HIST 171,,US History to 1877,,US,,HP,,,,2026,Spring,2026-sp,3.29
HIST 172,,US History Since 1877,,US,,HP,,,,2026,Spring,2026-sp,3.29
HIST 173,,US History Since 1877-ACP,ACP,US,,HP,,,,2026,Spring,2026-sp,
HIST 174,,"Black America, 1619-Present",,US,,HP,,,,2026,Spring,2026-sp,
HIST 263,,History of Medicine in the United States,,US,,HP,,,,2026,Spring,2026-sp,3.38
HIST 275,,Afro-American History to 1877,,US,,HP,,,,2026,Spring,2026-sp,3.49
HIST 276,,African American History Since 1877,,US,,HP,,,,2026,Spring,2026-sp,3.07
HIST 277,,Encounters in Native America,,US,,HP,,,,2026,Spring,2026-sp,3.34
HIST 278,,Native American History,,US,,HP,,,,2026,Spring,2026-sp,3.35
HIST 279,,Mexican-American History,,US,,HP,,,,2026,Spring,2026-sp,3.36
HIST 280,,Caribbean Latina/o Migration,,US,,HP,,,,2026,Spring,2026-sp,3.62
HIST 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,3.48
HIST 283,,Asian American History,,US,,HP,,,,2026,Spring,2026-sp,3.34
HIST 285,,US Gender History to 1877,,US,,HP,,,,2026,Spring,2026-sp,3.5
HIST 288,,American Indians of Illinois,,US,,HP,,,,2026,Spring,2026-sp,
HK 271,,Health Equity in the United States,,US,,,,,,2026,Spring,2026-sp,3.77
IB 110,,Race and Environmental Biology,,US,,,LS,,,2026,Spring,2026-sp,3.82
IS 145,,Mapping Inequalities,,US,,,,QR2,SS,2026,Spring,2026-sp,3.51
ITAL 250,,Minority Identities in Film and Culture: The Italian American and African American Experience,,US,,,,,,2026,Spring,2026-sp,
JS 209,,Jewish American and US Minority Literatures in Dialogue,,US,,LA,,,,2026,Spring,2026-sp,3.52
LAST 232,,Spanish in the Community,,US,,,,,,2026,Spring,2026-sp,
LAW 302,,Transitional Justice,,US,,HP,,,,2026,Spring,2026-sp,2.97
LEAD 340,,Leadership Ethics & Society: Addressing Contemporary Challenges,,US,,,,,,2026,Spring,2026-sp,3.65
LING 250,,American Voices: Linguistic Diversity in the US,,US,,,,,SS,2026,Spring,2026-sp,3.52
LLS 100,,Intro Latina/Latino Studies,,US,,,,,SS,2026,Spring,2026-sp,3.45
LLS 200,,U.S. Race and Empire,,US,,HP,,,,2026,Spring,2026-sp,
LLS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,
LLS 215,,US Citizenship Comparatively,,US,,HP,,,,2026,Spring,2026-sp,
LLS 220,,Latina/o Migration,,US,,,,,SS,2026,Spring,2026-sp,3.33
LLS 230,,Latina/o Genders & Sexualities,,US,,,,,,2026,Spring,2026-sp,3.48
LLS 240,,Latina/o Popular Culture,,US,,,,,,2026,Spring,2026-sp,3.7
LLS 242,,Intro to Latina/o Literature,,US,,LA,,,,2026,Spring,2026-sp,3.33
LLS 246,,Gender & Sexuality in Latina/o Literature,,US,,LA,,,,2026,Spring,2026-sp,
LLS 248,,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",,US,,LA,,,,2026,Spring,2026-sp,
LLS 250,,Latina/os on the Bronze Screen,,US,,LA,,,,2026,Spring,2026-sp,3.61
LLS 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,
LLS 259,,Latina/o Anthropology,,US,,,,,SS,2026,Spring,2026-sp,
LLS 279,,Mexican-American History,,US,,HP,,,,2026,Spring,2026-sp,3.51
LLS 280,,Caribbean Latina/o Migration,,US,,HP,,,,2026,Spring,2026-sp,
LLS 281,,Constructing Race in America,,US,,HP,,,,2026,Spring,2026-sp,
LLS 282,,Feminist and Queer Activisms,,US,,,,,,2026,Spring,2026-sp,
LLS 310,,Race and Cultural Diversity,ACP,US,,,,,,2026,Spring,2026-sp,
LLS 322,,US Latina and Latino Families,,US,,,,,,2026,Spring,2026-sp,
MACS 211,,Intro to African-American Film,,US,,,,,,2026,Spring,2026-sp,
MACS 250,,Latina/os on the Bronze Screen,,US,,LA,,,,2026,Spring,2026-sp,
MACS 275,,Am Indian and Indigenous Film,,US,,LA,,,,2026,Spring,2026-sp,
MUS 132,,Popular Music Studies,,US,,LA,,,,2026,Spring,2026-sp,3.62
NRES 224,,Environmental and Climate Justice,,US,,,,,SS,2026,Spring,2026-sp,3.67
PORT 150,,Writing Brazilians into the U.S.,,US,,,,,SS,2026,Spring,2026-sp,3.85
PS 201,,US Racial & Ethnic Politics,,US,,,,,SS,2026,Spring,2026-sp,3.28
PS 214,,American Indian Law & Politics,,US,,,,,SS,2026,Spring,2026-sp,3.28
PSYC 144,,"Stereotypes, Prejudice & Discrimination",,US,,,,,BSC,2026,Spring,2026-sp,3.72
REL 134,,"Religion, Race, and Resistance",,US,,,,,,2026,Spring,2026-sp,3.24
REL 234,,Black Religious Imaginations,,US,,,,,,2026,Spring,2026-sp,
REL 258,,Muslims in America,,US,,,,,SS,2026,Spring,2026-sp,
RST 230,,"Diversity in Recreation, Sport, and Tourism",,US,,,,,,2026,Spring,2026-sp,3.17
RUSS 122,,Russia and Black America,,US,,,,,,2026,Spring,2026-sp,3.46
SHS 222,,Language & Culture of Deaf Communities,,US,,,,,SS,2026,Spring,2026-sp,3.72
SOC 180,,Stress and Health in African American Communities,,US,,,,,SS,2026,Spring,2026-sp,
SOC 221,,Latina/o Migration,,US,,,,,SS,2026,Spring,2026-sp,
SOC 225,,Race and Ethnicity,,US,,,,,SS,2026,Spring,2026-sp,3.37
SOCW 297,,Asian Families in America,,US,,,,,SS,2026,Spring,2026-sp,3.82
SOCW 300,,Diversity: Identities & Issues,ACP,US,,,,,,2026,Spring,2026-sp,3.52
SPAN 232,,Spanish in the Community,,US,,,,,,2026,Spring,2026-sp,3.76
SPAN 240,,Latina/o Popular Culture,,US,,,,,,2026,Spring,2026-sp,
