major_minor,course_id,course_code,course_name,description,credits_min,credits_max,prerequisites,corequisites,postrequisites,schedule_link,notes
Engineering Mechanics,5173,CHEM 102,General Chemistry I,"For students who have some prior knowledge of chemistry. Principles governing atomic structure, bonding, states of matter, stoichiometry, and chemical equilibrium. Course Information: Credit is not given for both CHEM 102 and CHEM 202. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit in or exemption from MATH 112; one year of high school chemistry or equivalent. All students enrolled in CHEM 102 should also enroll in CHEM 103. Class Schedule Information: Students must register for a combination of one lecture and one quiz section beginning with the same letter.",3,3,,CHEM103, CHEM103 CHEM104 CHEM105,https://courses.illinois.edu/schedule/terms/CHEM/102,
Engineering Mechanics,5174,CHEM 103,General Chemistry Lab I,Laboratory studies to accompany CHEM 102. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 103 and CHEM 203. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit or concurrent registration in CHEM 102 is required. Class Schedule Information: CHEM 103 is the laboratory course that accompanies CHEM 102. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.,1,1,,CHEM102, CHEM102 CHEM105,https://courses.illinois.edu/schedule/terms/CHEM/103,
Engineering Mechanics,5175,RHET 105,Writing and Research,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Course Information: Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112. Class Schedule Information: Students whose second language is English should take an English placement test through the Division of English as an International Language, before signing up for rhetoric. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,,,https://courses.illinois.edu/schedule/terms/RHET/105,
Engineering Mechanics,5178,ENG 100,Engineering Orientation,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project. Class Schedule Information: First-year students should enroll in the section corresponding to their major.",1,1,,,,https://courses.illinois.edu/schedule/terms/ENG/100,External transfer students takeENG 300.
Engineering Mechanics,5213,CS 101,Intro Computing: Engrg & Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Course Information: Prerequisite: One of MATH 220 or MATH 221 or MATH 231 or MATH 241. Class Schedule Information: Students must register for one lab-discussion and one lecture section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, MATH257 TAM470,https://courses.illinois.edu/schedule/terms/CS/101,CS 124orECE 220may be substituted.
Engineering Mechanics,5179,MATH 231,Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Course Information: Prerequisite: MATH 220 or MATH 221. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, PHYS211 MATH241,https://courses.illinois.edu/schedule/terms/MATH/231,
Engineering Mechanics,5180,PHYS 211,University Physics: Mechanics,"Newton's Laws, work and energy, static properties and fluids, oscillations, transverse waves, systems of particles, and rotations. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 211 and PHYS 101. Prerequisite: Credit or concurrent registration in MATH 231. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,MATH231, TAM211 PHYS212 PHYS213,https://courses.illinois.edu/schedule/terms/PHYS/211,
Engineering Mechanics,5259,ME 170,Computer-Aided Design,"Geometry and topology of engineered components: creation of engineering models and their presentation in standard 2D blueprint form and as 3D wire-frame and shaded solids; meshed topologies for engineering analysis and tool-path generation for component manufacture; ISO and ANSI standards for coordinate dimensioning and tolerancing; geometric dimensioning and tolerancing. Use of solid-modeling software for creating associative models at the component and assembly levels with automatic blueprint creation, interference checking, and linked bill of materials. Course Information: Credit is not given towards graduation for both ME 170 and SE 101. Class Schedule Information: Reserved for Mechanical Science and Engineering students. Students must register for one lab and one lecture section.",3,3,,, TAM270,https://courses.illinois.edu/schedule/terms/ME/170,
Engineering Mechanics,5215,TAM 211,Statics,"Forces, moments, and couples; resultants of force systems; equilibrium analysis and free-body diagrams; analysis of forces acting on members of trusses, frames, etc.; shear-force and bending-moment distributions; Coulomb friction; centroids, center of mass, moment of inertia, polar moment of inertia, and product of inertia; virtual work; hydrostatic pressure; applications of statics in design. Course Information: Credit is not given for both TAM 211 and TAM 210. Prerequisite: PHYS 211; credit or concurrent registration in either MATH 241 OR MATH 257. Class Schedule Information: Students must register for one discussion and one lecture section.",3,3,PHYS211 MATH241 MATH257,MATH241 MATH257, TAM212 TAM251,https://courses.illinois.edu/schedule/terms/TAM/211,
Engineering Mechanics,7266,MATH 257,Linear Algebra w Computat Appl,"Introductory course incorporating linear algebra concepts with computational tools, with real world applications to science, engineering and data science. Topics include linear equations, matrix operations, vector spaces, linear transformations, eigenvalues, eigenvectors, inner products and norms, orthogonality, linear regression, equilibrium, linear dynamical systems and the singular value decomposition. Course Information: Credit is not given for both MATH 257 and any of MATH 125, MATH 225, MATH 227, MATH 415 or ASRM 406. Prerequisite: MATH 220 or MATH 221; CS 101 or equivalent programming experience. Class Schedule Information: Students must register for a lecture, a lab, and a discussion section.",3,3,MATH221 MATH220 CS101,, TAM211 TAM412,https://courses.illinois.edu/schedule/terms/MATH/257,
Engineering Mechanics,5210,CHEM 104,General Chemistry II,"Lecture and discussions. Chemistry of materials, including organic and biological substances, chemical energetics and equilibrium, chemical kinetics, and electrochemistry. Course Information: Credit is not given for both CHEM 104 and CHEM 204. Prerequisite: CHEM 102 or CHEM 202 or advanced placement credit for one semester of college-level chemistry.           Class Schedule Information: All students enrolled in CHEM 104 should also enroll in CHEM 105. Students must register for a combination of one lecture and one quiz section beginning with the same letter.  Engineering students must obtain a dean's approval to drop this course after the second week of instruction. CHEM 104 and CHEM 105 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit.",3,3,CHEM102 CHEM202,, CHEM105 TAM324,https://courses.illinois.edu/schedule/terms/CHEM/104,
Engineering Mechanics,5211,CHEM 105,General Chemistry Lab II,Laboratory studies to accompany CHEM 104. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 105 and CHEM 205. Prerequisite: CHEM 102 and CHEM 103; credit or concurrent registration in CHEM 104 is required. Class Schedule Information: CHEM 105 is the laboratory course that accompanies CHEM 104. Engineering students must obtain a dean's approval to drop this course after the second week of instruction. CHEM 104 and CHEM 105 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit.,1,1,CHEM102 CHEM103 CHEM104,CHEM104,,https://courses.illinois.edu/schedule/terms/CHEM/105,
Engineering Mechanics,5606,TAM 270,Design for Manufacturability,Course Information: Same as ME 270. See ME 270.,3,3,ME170,,,https://courses.illinois.edu/schedule/terms/TAM/270,
Engineering Mechanics,5260,ME 290,Seminar,"Lectures by faculty and invited authorities, concerning the ethics and practices of mechanical engineering/engineering mechanics, as well as its relationship to other fields of engineering, to economics, and to society. Offered fall term only. Course Information: Approved for S/U grading only.",0,0,,,,https://courses.illinois.edu/schedule/terms/ME/290,
Engineering Mechanics,5190,TAM 212,Introductory Dynamics,Kinematics and dynamics of the three-dimensional motion of particles; kinematics and dynamics of the plane motion of rigid bodies; methods of work energy and impulse momentum; moving reference frames. Course Information: Prerequisite: TAM 210 or TAM 211.,3,3,TAM210 TAM211,, TAM335 TAM412,https://courses.illinois.edu/schedule/terms/TAM/212,
Engineering Mechanics,5182,MATH 241,Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Course Information: Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,, TAM211 PHYS212 MATH441 ME200 PHYS213,https://courses.illinois.edu/schedule/terms/MATH/241,
Engineering Mechanics,5183,PHYS 212,University Physics: Elec & Mag,"Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 212 and PHYS 102. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,PHYS211 MATH241,MATH241, ECE205 PHYS214,https://courses.illinois.edu/schedule/terms/PHYS/212,
Engineering Mechanics,5217,TAM 251,Introductory Solid Mechanics,"Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Course Information: Prerequisite: TAM 210 or TAM 211.",3,3,TAM210 TAM211,, TAM252 TAM324 TAM445,https://courses.illinois.edu/schedule/terms/TAM/251,
Engineering Mechanics,5261,TAM 252,Solid Mechanics Design,Design problems and projects intended to accompany TAM 251. Course Information: Prerequisite: Credit or concurrent registration in TAM 251.,1,1,TAM251,TAM251,,https://courses.illinois.edu/schedule/terms/TAM/252,
Engineering Mechanics,5263,MATH 441,Differential Equations,"Basic course in ordinary differential equations; topics include existence and uniqueness of solutions and the general theory of linear differential equations; treatment is more rigorous than that given in MATH 285. Course Information: 3 or 4 undergraduate hours. 3 or 4 graduate hours. Credit is not given for both MATH 441 and any of MATH 284, MATH 285, MATH 286. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: MATH 241; MATH 347 or MATH 348 is recommended.",3,3,MATH241,, MATH442 TAM470 TAM412,https://courses.illinois.edu/schedule/terms/MATH/441,
Engineering Mechanics,5188,ME 200,Thermodynamics,Classical thermodynamics through the second law; system and control-volume analyses of thermodynamic processes; irreversibility and availability; relations for ideal gas mixtures. Course Information: Credit is not given toward graduation for ME 200 and either ABE 340 or CHBE 321. Prerequisite: MATH 241.,3,3,MATH241 MATH24-,,,https://courses.illinois.edu/schedule/terms/ME/200,
Engineering Mechanics,5194,ECE 205,Electrical & Electronic Ckts,"ECE 205 is an introductory course on circuit analysis and electronics for non-majors in engineering. The course includes bi-weekly electronics lab experiments designed to provide students with hands-on experience. Basic principles of circuit analysis and DC circuits; time-domain analysis of 1st and 2nd order linear circuits; complex numbers, phasors, AC steady-state analysis; frequency response; op-amp, diode, and BJT circuits; logic gates and digital logic circuits. Credit is not given to Computer or Electrical Engineering majors. Course Information: Credit is not given to Computer or Electrical Engineering majors. Prerequisite: PHYS 212. Class Schedule Information: Students must register for one lecture and one lab.",3,3,PHYS212,,,https://courses.illinois.edu/schedule/terms/ECE/205,ECE 110and eitherECE 210orECE 211may be substituted.
Engineering Mechanics,5219,TAM 335,Introductory Fluid Mechanics,"Fluid statics; continuity, momentum, and energy principles via control volumes; ideal and real fluid flow; introduction to the Navier-Stokes equation; similitude; laminar and turbulent boundary layers; closed-conduit flow, open-channel flow, and turbomachinery. Course Information: Credit is not given for both TAM 335 and either ME 310 or CEE 331. Prerequisite: TAM 212. Class Schedule Information: Labs will not meet until the first full week of class. Students must register for one lab and one lecture section.",4,4,TAM212 PHYS325,,,https://courses.illinois.edu/schedule/terms/TAM/335,
Engineering Mechanics,5265,MATH 442,Intro Partial Diff Equations,"Introduces partial differential equations, emphasizing the wave, diffusion and potential (Laplace) equations. Focuses on understanding the physical meaning and mathematical properties of solutions of partial differential equations. Includes fundamental solutions and transform methods for problems on the line, as well as separation of variables using orthogonal series for problems in regions with boundary. Covers convergence of Fourier series in detail. Course Information: 3 or 4 undergraduate hours. 3 or 4 graduate hours. 4 hours of credit requires approval of the instructor and completion of additional work of substance. Prerequisite: One of MATH 284, MATH 285, MATH 286, MATH 441.",3,3,MATH441 MATH284 MATH285 MATH286,,,https://courses.illinois.edu/schedule/terms/MATH/442,
Engineering Mechanics,5264,TAM 324,Behavior of Materials,Course Information: Same as CEE 300. See CEE 300. Class Schedule Information: Students must register for one lab and one lecture section.,4,4,TAM251 CHEM104,,,https://courses.illinois.edu/schedule/terms/TAM/324,
Engineering Mechanics,5187,PHYS 213,Univ Physics: Thermal Physics,"First and second laws of thermodynamics including kinetic theory of gases, heat capacity, heat engines, introduction to entropy and statistical mechanics, and introduction to application of free energy and Boltzmann factor. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 213 and PHYS 101. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). PHYS 213 meets only during part of the term; check the meeting dates. Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",2,2,PHYS211 MATH241,MATH241,,https://courses.illinois.edu/schedule/terms/PHYS/213,
Engineering Mechanics,5226,PHYS 214,Univ Physics: Quantum Physics,"Interference and diffraction, photons and matter waves, the Bohr atom, uncertainty principle, and wave mechanics. A calculus-based course for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 214 and PHYS 102. Prerequisite: PHYS 212. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). PHYS 214 meets only during part of the term; check the meeting dates. Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",2,2,PHYS212,,,https://courses.illinois.edu/schedule/terms/PHYS/214,
Engineering Mechanics,5257,ME 470,Senior Design Project,"Solution of a real-world design problem: development, evaluation, and recommendation of alternative solutions subject to realistic constraints that include most of the following considerations: economics, environment, sustainability, manufacturability, ethics, health and safety, society, and politics. Course Information: 3 undergraduate hours. No graduate credit. Prerequisite: Concurrent enrollment in no more than two required ME courses; completion of all required courses for ME students. Concurrent enrollment in no more than two required TAM courses; completion of all required courses for EM students. Departmental approval required. Restricted to students in the Mechanical Sci & Engineering department. Restricted to students with Senior class standing. Class Schedule Information: Must register for one Lecture and one Laboratory-Discussion section. Students will receive a TIME CONFLICT AND AN APPROVAL ERROR when registering for this course. To receive the necessary overrides to regist",3,3,,,,https://courses.illinois.edu/schedule/terms/ME/470,"ME 470is taken either the first or second semester of the fourth year, according to the student's UIN (FA if UIN is odd, SP if UIN is even). Secondary Field Elective is taken the other semester."
Engineering Mechanics,5269,TAM 470,Computational Mechanics,"Modercomputational mechanics: mappings and iterative methods; stability; convergence; consistency; numerical and symbolic solutions of ordinary and partial differential equations; finite-difference methods; the finite-element method; spectral methods. Applications to problems in solid mechanics, fluid mechanics, and dynamics. Course Information: Same as CSE 450. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 101; MATH 285 OR MATH 286 OR MATH 441.",3,3,CS101 MATH285 MATH441 MATH286 CS125,,,https://courses.illinois.edu/schedule/terms/TAM/470,
Engineering Mechanics,5267,TAM 412,Intermediate Dynamics,"Lagrangian mechanics of dynamical systems with an emphasis on vibrations; constraints and generalized coordinates; motion in accelerating frames; conservation laws and invariance of the Lagrangian; particle motion in one dimension, the two-body problem, and central-force motion; free and forced vibration of linearized single-degree-of-freedom and multi-degree-of-freedom discrete systems; weakly nonlinear vibrations; parametric resonance; introduction to Hamiltonian dynamics; rigid-body motions. Course Information: 4 undergraduate hours. 4 graduate hours. Credit is not given for both TAM 412 and AE 352. Prerequisite: MATH 225 or MATH 257 or MATH 415; MATH 285 or MATH 441; TAM 212.",4,4,TAM212 MATH415 MATH441 MATH285 MATH225 MATH257,,,https://courses.illinois.edu/schedule/terms/TAM/412,
Engineering Mechanics,5268,TAM 445,Continuum Mechanics,"Tensor algebra and analysis; kinematics of continua; mass, force, stress, and the general balance laws of continuum mechanics; introduction to constitutive equations. Course Information: 4 undergraduate hours. 4 graduate hours. Prerequisite: TAM 251.",4,4,TAM251,,,https://courses.illinois.edu/schedule/terms/TAM/445,
Industrial Engineering,5410,SE 100,Introduction to ISE,"Overview of the engineering profession, the Industrial & Enterprise Systems Engineering Department, and the curricula in Industrial Engineering and Systems Engineering and Design.",1,1,,,,https://courses.illinois.edu/schedule/terms/SE/100,
Industrial Engineering,5172,MATH 221,Calculus I,"First course in calculus and analytic geometry for students with some calculus background; basic techniques of differentiation and integration with applications including curve sketching; antidifferentation, the Riemann integral, fundamental theorem, exponential and trigonometric functions. Course Information: Credit is not given for both MATH 221 and either MATH 220 or MATH 234. Prerequisite: An adequate ALEKS placement score as described at http://math.illinois.edu/ALEKS/ and either one year of high school calculus or a minimum score of 2 on the AB Calculus AP exam. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,, CS101 MATH231 MATH257,https://courses.illinois.edu/schedule/terms/MATH/221,MATH 220may be substituted.MATH 220is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.
Industrial Engineering,5173,CHEM 102,General Chemistry I,"For students who have some prior knowledge of chemistry. Principles governing atomic structure, bonding, states of matter, stoichiometry, and chemical equilibrium. Course Information: Credit is not given for both CHEM 102 and CHEM 202. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit in or exemption from MATH 112; one year of high school chemistry or equivalent. All students enrolled in CHEM 102 should also enroll in CHEM 103. Class Schedule Information: Students must register for a combination of one lecture and one quiz section beginning with the same letter.",3,3,,CHEM103, CHEM103 ME330,https://courses.illinois.edu/schedule/terms/CHEM/102,
Industrial Engineering,5174,CHEM 103,General Chemistry Lab I,Laboratory studies to accompany CHEM 102. Course Information: Additional fees may apply. See Class Schedule. Credit is not given for both CHEM 103 and CHEM 203. CHEM 102 and CHEM 103 are approved for General Education credit only as a sequence. Both courses must be completed to receive Natural Science and Technology credit. Prerequisite: Credit or concurrent registration in CHEM 102 is required. Class Schedule Information: CHEM 103 is the laboratory course that accompanies CHEM 102. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.,1,1,,CHEM102, CHEM102,https://courses.illinois.edu/schedule/terms/CHEM/103,
Industrial Engineering,5175,RHET 105,Writing and Research,"Introduction in research-based writing and the construction of academic, argumentative essays that use primary and secondary sources as evidence. This course fulfills the Campus Composition I general education requirement. Course Information: Credit is not given for both RHET 105 and any of these other Comp I courses: RHET 101, RHET 102, CMN 111 or CMN 112. Class Schedule Information: Students whose second language is English should take an English placement test through the Division of English as an International Language, before signing up for rhetoric. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,,,,https://courses.illinois.edu/schedule/terms/RHET/105,"RHET 105(or an alternative Composition I sequence) is taken either in the first or second semester of the first year, according to the student's UIN (Spring if UIN is Odd).SE 101is taken the other semester. Composition I guidelines can be found atDegree and General Education Requirementsunder Written Communication Requirement."
Industrial Engineering,5178,ENG 100,Engineering Orientation,"Introduces students to the Grainger College of Engineering and their respective departments. Students will explore the academic environment at Illinois, developing skills that will aid in learning both inside and outside the classroom, build their leadership and collaborative skills, and build community inside and outside the classroom. Through class discussion and assignments, students will explore campus resources, examine and set goals for academic, personal, and professional development, and develop skills to work in diverse teams through a class project. Class Schedule Information: First-year students should enroll in the section corresponding to their major.",1,1,,,,https://courses.illinois.edu/schedule/terms/ENG/100,External transfer students takeENG 300.
Industrial Engineering,5213,CS 101,Intro Computing: Engrg & Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Course Information: Prerequisite: One of MATH 220 or MATH 221 or MATH 231 or MATH 241. Class Schedule Information: Students must register for one lab-discussion and one lecture section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, MATH257,https://courses.illinois.edu/schedule/terms/CS/101,CS 124may be substituted.
Industrial Engineering,5179,MATH 231,Calculus II,"Second course in calculus and analytic geometry: techniques of integration, conic sections, polar coordinates, and infinite series. Course Information: Prerequisite: MATH 220 or MATH 221. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,MATH220 MATH221,, PHYS211 MATH241,https://courses.illinois.edu/schedule/terms/MATH/231,
Industrial Engineering,5180,PHYS 211,University Physics: Mechanics,"Newton's Laws, work and energy, static properties and fluids, oscillations, transverse waves, systems of particles, and rotations. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 211 and PHYS 101. Prerequisite: Credit or concurrent registration in MATH 231. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,MATH231, PHYS212 TAM211 PHYS213,https://courses.illinois.edu/schedule/terms/PHYS/211,
Industrial Engineering,5370,ECE 110,Introduction to Electronics,"Introduction to selected fundamental concepts and principles in electrical engineering. Emphasis on measurement, modeling, and analysis of circuits and electronics while introducing numerous applications. Includes sub-discipline topics of electrical and computer engineering, for example, electromagnetics, control, signal processing, microelectronics, communications, and scientific computing basics. Lab work incorporates sensors and motors into an autonomous moving vehicle, designed and constructed to perform tasks jointly determined by the instructors and students. Class Schedule Information: Students must register for one lab and one lecture section.",3,3,,,,https://courses.illinois.edu/schedule/terms/ECE/110,
Industrial Engineering,5212,SE 101,Engineering Graphics & Design,"Computer-aided design (CAD) software modeling of parts and assemblies. Parametric and non-parametric solid, surface, and wireframe models. Part editing and two-dimensional documentation of models. Planar projection theory, including sketching of perspective, isometric, multiview, auxiliary, and section views. Spatial visualization exercises. Dimensioning guidelines, tolerancing techniques. Team design project. Course Information: Credit is not given towards graduation for both SE 101 and ME 170. Class Schedule Information: Students must register for one lab and one lecture section beginning with the same letter. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",3,3,,,,https://courses.illinois.edu/schedule/terms/SE/101,
Industrial Engineering,5411,SE 261,Business Side of Engineering,"Important elements and metrics of business and contemporary engineering economics: wealth creation, cash flow diagrams, internal rate of return, net present value, breakeven analysis, companies, corporations, profits, prices, balance sheets, income statements, and the basics of business plan writing. Particular emphasis is given to preparation for the economic analysis component of engineering practice.",2,2,,, SE494,https://courses.illinois.edu/schedule/terms/SE/261,
Industrial Engineering,5182,MATH 241,Calculus III,"Third course in calculus and analytic geometry including vector analysis: Euclidean space, partial differentiation, multiple integrals, line integrals and surface integrals, the integral theorems of vector calculus. Course Information: Credit is not given for both MATH 241 and MATH 292. Prerequisite: MATH 231. Class Schedule Information: Students must register for one discussion and one lecture section beginning with the same letter in Fall and Spring terms only. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,MATH231,, PHYS212 TAM211 IE300 MATH285 PHYS213,https://courses.illinois.edu/schedule/terms/MATH/241,
Industrial Engineering,5183,PHYS 212,University Physics: Elec & Mag,"Coulomb's Law, electric fields, Gauss' Law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, electromagnetic waves, polarization, and geometrical optics. A calculus-based approach for majors in engineering, mathematics, physics, and chemistry. Course Information: Credit is not given for both PHYS 212 and PHYS 102. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",4,4,PHYS211 MATH241,MATH241,,https://courses.illinois.edu/schedule/terms/PHYS/212,
Industrial Engineering,5215,TAM 211,Statics,"Forces, moments, and couples; resultants of force systems; equilibrium analysis and free-body diagrams; analysis of forces acting on members of trusses, frames, etc.; shear-force and bending-moment distributions; Coulomb friction; centroids, center of mass, moment of inertia, polar moment of inertia, and product of inertia; virtual work; hydrostatic pressure; applications of statics in design. Course Information: Credit is not given for both TAM 211 and TAM 210. Prerequisite: PHYS 211; credit or concurrent registration in either MATH 241 OR MATH 257. Class Schedule Information: Students must register for one discussion and one lecture section.",3,3,PHYS211 MATH241 MATH257,MATH241 MATH257, TAM212 TAM251,https://courses.illinois.edu/schedule/terms/TAM/211,
Industrial Engineering,7718,ECON 102,Microeconomic Principles,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Course Information: Credit is not given for ECON 102 and ACE 100.",3,3,,,,https://courses.illinois.edu/schedule/terms/ECON/102,
Industrial Engineering,5195,IE 300,Analysis of Data,"Nature of probabilistic models for observed data; discrete and continuous distribution function models; inferences on universe parameters based on sample values; control charts, acceptance sampling, and measurement theory. Course Information: Credit is not given towards graduation for both IE 300 and CEE 202; credit is also not given towards graduation for both IE 300 and BIOE 310. Prerequisite: MATH 241.",3,3,MATH241,, IE370 IE400 SE494 IE371,https://courses.illinois.edu/schedule/terms/IE/300,
Industrial Engineering,5186,MATH 285,Intro Differential Equations,"Techniques and applications of ordinary differential equations, including Fourier series and boundary value problems, and an introduction to partial differential equations. Intended for engineering majors and others who require a working knowledge of differential equations. Course Information: Credit is not given for both MATH 285 and any of MATH 284, MATH 286, MATH 441. Prerequisite: MATH 241.",3,3,MATH241 BIOE205,BIOE205,,https://courses.illinois.edu/schedule/terms/MATH/285,
Industrial Engineering,5187,PHYS 213,Univ Physics: Thermal Physics,"First and second laws of thermodynamics including kinetic theory of gases, heat capacity, heat engines, introduction to entropy and statistical mechanics, and introduction to application of free energy and Boltzmann factor. A calculus-based approach for majors in engineering, mathematics, physics and chemistry. Course Information: Credit is not given for both PHYS 213 and PHYS 101. Prerequisite: PHYS 211; credit or concurrent registration in MATH 241. Class Schedule Information: For students in engineering, mathematics, physics and chemistry. Exams are given in the evening (during fall and spring semesters). PHYS 213 meets only during part of the term; check the meeting dates. Register for a lecture (A) section, a discussion (D) section and a laboratory (L) section. Engineering students must obtain a dean's approval to drop this course after the second week of instruction.",2,2,PHYS211 MATH241,MATH241,,https://courses.illinois.edu/schedule/terms/PHYS/213,
Industrial Engineering,5190,TAM 212,Introductory Dynamics,Kinematics and dynamics of the three-dimensional motion of particles; kinematics and dynamics of the plane motion of rigid bodies; methods of work energy and impulse momentum; moving reference frames. Course Information: Prerequisite: TAM 210 or TAM 211.,3,3,TAM210 TAM211,,,https://courses.illinois.edu/schedule/terms/TAM/212,
Industrial Engineering,5217,TAM 251,Introductory Solid Mechanics,"Relationship between internal stresses and deformations produced by external forces acting on deformable bodies, and design principles based on mechanics of solids: normal stresses, shear stresses, and deformations produced by tensile, compressive, torsional, and bending loading of members; beam deflections; elastic energy and impact; multi-dimensional stress states; buckling of columns. Course Information: Prerequisite: TAM 210 or TAM 211.",3,3,TAM210 TAM211,, ME330,https://courses.illinois.edu/schedule/terms/TAM/251,
