course_id,name,credit_hours,description,prerequisite,link
GGIS 254,"People, Places, and Environments of the US",3,"Students will broaden their understanding of how the United States' physical and human geography interact to produce unique cultural landscapes. Covers multiple regions of the U.S., exploring the significant spatial patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each. Focuses on the experiences of minority cultures in the U.S. through specific themes that vary by semester, including environmental justice, memory and memorials, music, and food. Same as ESE 254 . This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci Cultural Studies - US Minority",,https://courses.illinois.edu/schedule/terms/GGIS/254
GGIS 280,Intro to Social Statistics,4,Same as SOC 280 . See SOC 280 . This course satisfies the General Education Criteria for: Quantitative Reasoning I,,https://courses.illinois.edu/schedule/terms/GGIS/280
GGIS 287,Environment and Society,3,"Same as Same as ESE 287 , NRES 287 , and PS 273 . See NRES 287 . This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci Cultural Studies - Western",,https://courses.illinois.edu/schedule/terms/GGIS/287
GGIS 350,Sustainability and the City,3,"Examination of the tools, techniques, strategies, and rationales that can be used by urbanists to produce and sustain a productive, fair, and equitable city. Emphasis is placed on diagnosing, implementing, and sustaining an ideal U.S. city as a complex whole that embeds an array of interconnecting parts (neighborhoods, retail districts, downtowns, city economies). Lectures and discussion cover the broad background of theories, concepts, and principles that will be essential for imagining and implementing these ideals, strategies and plans. Same as ESE 350 .",,https://courses.illinois.edu/schedule/terms/GGIS/350
GGIS 370,"Water Planet, Water Crisis",3,Same as ESE 320 and GEOL 370 . See ESE 320 .,,https://courses.illinois.edu/schedule/terms/GGIS/370
GGIS 371,Spatial Analysis,4,"Overview of the spatial analysis (nomothetic) approach to geographic research, both physical and human; includes discussion of the scientific method, with explanations and uses of analytic geographic concepts in studying real world problems. Prerequisite: A course in geography. This course satisfies the General Education Criteria for: Quantitative Reasoning II",Prerequisite: A course in geography.,https://courses.illinois.edu/schedule/terms/GGIS/371
GGIS 379,Introduction to Geographic Information Systems,4,"Investigates the fundamentals of geographic information science as well as the basic skills in the execution of that theoretical knowledge with industry standard software packages. Student will learn the basics of projections and coordinate systems, how geographic information is stored and manipulated, and the theory and practice behind the production of thematic maps. Includes lecture and hands-on laboratory components. Same as ESE 379 .",,https://courses.illinois.edu/schedule/terms/GGIS/379
GGIS 380,Geographic Information Systems II,4,"Study of the analytical capabilities of geographic information systems with an emphasis on learning to solve spatial problems in both the vector and raster data formats. Students will develop the skills necessary to answer questions or solve problems in their areas of interest, with particular emphasis on problems and questions that require multiple steps to resolve. Students will learn the fundamental theory behind spatial problem solving, but also learn to execute these procedures with industry-standard software packages. Thus, this class contains both lecture/discussion elements and hands-on laboratory work. Same as ESE 380 . Prerequisite: GGIS 379 / ESE 379 . This course satisfies the General Education Criteria for: Quantitative Reasoning II",Prerequisite: GGIS 379 / ESE 379 .,https://courses.illinois.edu/schedule/terms/GGIS/380
GGIS 381,Enterprise GIS,3,"Geospatial data used by public-sector, private-sector, and research organizations is commonly kept in enterprise geodatabases and distributed using geospatial data servers. Following successful completion of this course, students will be able to perform tasks typical for early-career positions in such organizations. Topics include creation and maintenance of spatial and non-spatial database tables, construction of basic SQL queries for selection and joins, publication of geospatial services and web apps, and security best practices. Prerequisite: GGIS 379 or consent of instructor.",Prerequisite: GGIS 379 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GGIS/381
GGIS 384,Population Geography,3,"Problems and issues surrounding the geographic distribution of populations at the world, regional, and local levels; emphasizes problems associated with population growth and decline, recent population redistribution, births and deaths, and elderly and minority populations.",,https://courses.illinois.edu/schedule/terms/GGIS/384
GGIS 390,Independent Study,2 to 4,Supervised independent study of special topics or regions. May be repeated once. Prerequisite: Junior standing; at least one formal course in the topic or region of interest; consent of instructor.,Prerequisite: Junior standing; at least one formal course in the topic or region of interest; consent of instructor.,https://courses.illinois.edu/schedule/terms/GGIS/390
GGIS 391,Honors Independent Study,2 to 4,Independent study and research projects for students who are working toward the degree with distinction in geography. Prerequisite: Junior standing; consent of honors adviser.,Prerequisite: Junior standing; consent of honors adviser.,https://courses.illinois.edu/schedule/terms/GGIS/391
GGIS 392,Geography & GIS Internship,0 to 3,"Supervised, off-campus experience in a field directly pertaining to Geography and/or GIS. A written report is required at the end of the internship relating work accomplishments to the student's program of study. Approved for Letter and S/U grading. May be repeated in separate terms up to 6 hours. Prerequisite: Consent of faculty sponsor and Director of Undergraduate Studies; at least two courses taken within Geography & GIS.",Prerequisite: Consent of faculty sponsor and Director of Undergraduate Studies; at least two courses taken within Geography & GIS.,https://courses.illinois.edu/schedule/terms/GGIS/392
GGIS 401,Watershed Hydrology,3,Same as NRES 401 . See NRES 401 .,,https://courses.illinois.edu/schedule/terms/GGIS/401
GGIS 403,Geographic Information Science and Systems,4,"Introduces the conceptual and technical fundamentals of geographic information science as a gateway to advanced study in geographic information science, and cover geographic information science as an interdisciplinary scientific field and geographic information systems as a tool in many application domains. Students will be introduced to unique characteristics of geospatial data in the capture, processing, storage, analysis, communication, and interpretation of geospatial information, which will prepare them to utilize information science techniques and critical spatial-thinking skills to address geospatially-related challenges. 4 undergraduate hours. 4 graduate hours. Prerequisite: There are no prerequisites for this course, although familiarity with basic descriptive and inferential statistics as well as some experience with at least one computer scripting/programming language will be helpful.","Prerequisite: There are no prerequisites for this course, although familiarity with basic descriptive and inferential statistics as well as some experience with at least one computer scripting/programming language will be helpful.",https://courses.illinois.edu/schedule/terms/GGIS/403
GGIS 405,Geography Field Course,1 to 4,"Field observation and mapping of human and/or physical phenomena using basic geographic field techniques, including pre- and post-trip meetings. Required field trip. Additional fees may apply. See Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated if topics vary. Prerequisite: Major or minor in Geography & GIS, or consent of instructor.","Prerequisite: Major or minor in Geography & GIS, or consent of instructor.",https://courses.illinois.edu/schedule/terms/GGIS/405
GGIS 406,Fluvial Geomorphology,4,"Systematic overview of the forms and processes associated with rivers and drainage basins; topics include basin hydrology, drainage networks, river hydraulics, sediment transport processes, channel morphology, channel change, and human impacts on fluvial systems. Same as GEOL 406 and NRES 406 . 4 undergraduate hours. 4 graduate hours. Prerequisite: PHYS 101 , and GGIS 103 or GEOL 107 , or consent of instructor.","Prerequisite: PHYS 101 , and GGIS 103 or GEOL 107 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/GGIS/406
GGIS 407,Foundations of CyberGIS & Geospatial Data Science,4,"Intended to introduce students to CyberGIS – Geospatial Information Science and Systems (GIS) based on advanced cyberinfrastructure as well as the state of the art in high-performance computing, big data, and cloud computing in the context of geospatial data science. Students will use CyberGISX, which is an innovative cyberGIS framework for conducting data-intensive, reproducible, and scalable geospatial analytics with Jupyter Notebook as its primary user environment. Students are expected to learn how to develop Jupyter notebooks to analyze and visualize geospatial data using leading-edge cyberGIS software and python libraries. Emphasis is placed on learning the cutting-edge advances of cyberGIS and its underlying geospatial data science principles. Same as GEOL 407 . 4 undergraduate hours. 4 graduate hours.",,https://courses.illinois.edu/schedule/terms/GGIS/407
GGIS 408,Humans and River Systems,4,Systematic analysis of the biophysical processes operating in rivers and watersheds and the interaction of humans on these processes. The course will emphasize the importance of biophysical processes and human interaction with these processes in river and watershed management. Class discussion and a class project will focus on analysis of practical river and watershed problems. 4 undergraduate hours. 4 graduate hours. Prerequisite: GGIS 103 or an introductory course in earth or environmental science.,Prerequisite: GGIS 103 or an introductory course in earth or environmental science.,https://courses.illinois.edu/schedule/terms/GGIS/408
GGIS 410,Green Development,4,Theory and practice of sustainable development. Course materials draw upon theoretical and case study material from the social and natural sciences to analyze environment and development relations with emphasis on the Global South. Same as ESE 410 . 4 undergraduate hours. 4 graduate hours.,,https://courses.illinois.edu/schedule/terms/GGIS/410
GGIS 412,Geospatial Technologies & Society,3,"Examines the use of geographic information systems (GIS) and global positioning systems (GPS) with emphasis on their social and political implications. Topics may include critical cartography, social theory, health geography, historical geography, geopolitics, crime mapping, environmental justice, data feminism, environmental change, and science, technology, and society studies (STS). 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 if topic varies. Prerequisite: GGIS 379 or equivalent.",Prerequisite: GGIS 379 or equivalent.,https://courses.illinois.edu/schedule/terms/GGIS/412
GGIS 421,Earth Systems Modeling,4,"Same as ATMS 421 , ESE 421 , GEOL 481 , and NRES 422 . See ATMS 421 .",,https://courses.illinois.edu/schedule/terms/GGIS/421
GGIS 436,Biogeography,3,"Same as ANTH 436 , ESE 439 , IB 439 , and NRES 441 . See IB 439 .",,https://courses.illinois.edu/schedule/terms/GGIS/436
GGIS 439,Health Applications of GIS,3,"Students use spatial technologies and data to address issues of health. Topics include disease outbreak surveillance and response, environmental factors such as climate and socio-economic context, and the medical and other data needed to spatial analysis of health information. Application-based learning and class lectures are complemented by readings, guest lectures and class discussions. Geographic information system and global positioning system use is covered with examples drawn from public and veterinary health. Same as PATH 439 . 3 undergraduate hours. 3 graduate hours. Approved for Letter and S/U grading. Prerequisite: An introductory statistics course such as ACE 261, HK 209 , ECON 202 , SOC 280 or equivalent.","Prerequisite: An introductory statistics course such as ACE 261, HK 209 , ECON 202 , SOC 280 or equivalent.",https://courses.illinois.edu/schedule/terms/GGIS/439
GGIS 446,Sustainable Planning Seminar,4,"Same as LA 446 , UP 446 , and NRES 446 . See LA 446 .",,https://courses.illinois.edu/schedule/terms/GGIS/446
GGIS 455,Geography of Sub-Saharan Africa,3,Regional geography of Africa south of the Sahara. Geographic analysis of Africa which includes topics in both physical and human geography and provides a general overview of the processes and interactions between human and environmental factors that shape Africa's physical and human geography. 3 undergraduate hours. 3 graduate hours.,,https://courses.illinois.edu/schedule/terms/GGIS/455
GGIS 459,Ecohydraulics,4,Same as CEE 459 . See CEE 459 .,,https://courses.illinois.edu/schedule/terms/GGIS/459
GGIS 471,Modern Geographic Thought,4,"Examination of recent trends in human and physical geography. Themes include empiricism, logical positivism, regionalism, Marxism, realism, phenomenology, and postmodernism as applied to geographic research. Emerging geographic literature is explored to identify the latest conceptual developments. 4 undergraduate hours. 4 graduate hours.",,https://courses.illinois.edu/schedule/terms/GGIS/471
GGIS 473,Digital Cartography & Map Design,4,"Instruction and practice in the basic techniques of map making followed by a consideration of problems involved in the construction of maps for presentation in a reproduced form (i.e., printed, photographed); the selection of proper source materials for the base and body of the map, the compilation and correlation of these materials, and methods of mechanical and photographic reproduction. 4 undergraduate hours. 4 graduate hours. Prerequisite: GGIS 379 or consent of instructor.",Prerequisite: GGIS 379 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GGIS/473
GGIS 476,Environmental Remote Sensing,3,"Application of remote sensing and geographic information system (GIS) technologies in solving geospatial and environmental problems. Same as IB 476 . 3 undergraduate hours. 3 graduate hours. Prerequisite: GGIS 103 , GGIS 224 , or consent of instructor.","Prerequisite: GGIS 103 , GGIS 224 , or consent of instructor.",https://courses.illinois.edu/schedule/terms/GGIS/476
GGIS 477,Introduction to Remote Sensing,3,"Fundamentals of energy-matter interaction mechanisms, and the manifestation of reflected and emitted radiation on photographs and images; introduces characteristics of aerial films and filters, electro-optical scanners, and digital processing; and emphasizes applications in environmental problems. Same as NRES 477 . 3 undergraduate hours. 3 graduate hours. Prerequisite: GGIS 280 or STAT 100 or equivalent, or consent of instructor.","Prerequisite: GGIS 280 or STAT 100 or equivalent, or consent of instructor.",https://courses.illinois.edu/schedule/terms/GGIS/477
GGIS 478,Techniques of Remote Sensing,3,"Introduce remote sensing techniques to identify features and phenomena at the surface of Earth with aircraft and satellite platforms. The covered topics include remotely sensed data and major sensor systems, optical, thermal, LiDAR, and hyperspectral remote sensing, techniques for image enhancement and image classification, and applications of remote sensing in various domain fields. 3 undergraduate hours. 3 graduate hours. Prerequisite: GGIS 477 or equivalent.",Prerequisite: GGIS 477 or equivalent.,https://courses.illinois.edu/schedule/terms/GGIS/478
GGIS 479,Advanced Topics in GIS,4,"Introduces advanced concepts in Geographic Information Science. Course topics may vary. 4 undergraduate hours. 4 graduate hours. May be repeated in separate terms up to 8 hours, if topics vary. Prerequisite: GGIS 379 or ESE 379 or equivalent.",Prerequisite: GGIS 379 or ESE 379 or equivalent.,https://courses.illinois.edu/schedule/terms/GGIS/479
GGIS 480,Principles of Geographic Information Science,4,"Focuses on Geographic Information Science (GIScience) principles that underlie the development of Geographic Information Systems (GIS) software and its intelligent use. Helps students adapt to rapidly changing geospatial technologies. Knowledge gained in this course will be general and, thus, not be limited to any specific software product that may be revised in the future. 4 undergraduate hours. 4 graduate hours. Prerequisite: Graduate standing or instructor approval.",Prerequisite: Graduate standing or instructor approval.,https://courses.illinois.edu/schedule/terms/GGIS/480
GGIS 482,Challenges of Sustainability,3,Same as ESE 482 and GEOL 483 . See ESE 482 .,,https://courses.illinois.edu/schedule/terms/GGIS/482
GGIS 483,Urban Geography,3,"Broad background of theories, concepts, and methods of research for understanding how and why our cities have reached their current status. Focus on examining the internal structure of the North American city, including analysis of the commercial, industrial, and residential sectors of the urban environment. Particular emphasis is placed on the range of urban theories developed to explain both urban structure and contemporary urban ills. 3 undergraduate hours. 3 graduate hours.",,https://courses.illinois.edu/schedule/terms/GGIS/483
GGIS 489,Programming for GIS,4,"Introduction to programming to customize and extend the capabilities of geographic information systems. Topics include the principles of programming, advanced function and tools coding, visualization, fundamental spatial data structures, and spatial algorithms. 4 undergraduate hours. 4 graduate hours. Prerequisite: GGIS/ ESE 379 or equivalent, or consent of instructor.","Prerequisite: GGIS/ ESE 379 or equivalent, or consent of instructor.",https://courses.illinois.edu/schedule/terms/GGIS/489
GGIS 491,Research in Geography,2,Detailed examination and discussion of the methods of initiating and executing research projects in human or physical geography (taught in separate sections); requires students to write a research proposal of a quality suitable for a graduate thesis. 2 undergraduate hours. 2 graduate hours. Prerequisite: GGIS 471 ; either graduate standing in geography or senior standing as a geography major and consent of department.,Prerequisite: GGIS 471 ; either graduate standing in geography or senior standing as a geography major and consent of department.,https://courses.illinois.edu/schedule/terms/GGIS/491
GGIS 507,High-Performance Geospatial Computing,4,"Intended to introduce students to high-performance geospatial computing using python to resolve computational bottlenecks and produce faster and scalable solutions. Students will learn how to use Python on high-performance and parallel computing architecture. Specifically, NumPy, SciPy, Numba, and Cython will be covered to optimize and speed up geospatial computation. Students will use CyberGISX as the primary learning environment, and be expected to learn how to develop such notebooks to address computational challenges in solving geospatial problems. By the end, students will have gained solid knowledge of common Python tools for developing high-performance geospatial computing solutions that can be applied to many applications. Prerequisite: GGIS 407 or equivalent.",Prerequisite: GGIS 407 or equivalent.,https://courses.illinois.edu/schedule/terms/GGIS/507
GGIS 517,Geospatial Visualization & Visual Analytics,4,"Intended to introduce students to geospatial visualization and visual analytics as well as the state-of-the-art of cartographic mapping and visualization technologies in the context of cyberGIS (cyber geospatial information science and systems) and geospatial data science. Students will learn open source mapping and visualization libraries such as Leaflet, D3 and Plotly and how to mash up these libraries to create interactive and dynamic visualization tools and GIS applications. Students are expected to learn how to visualize not only geospatial data but also results of spatial analysis. Emphasis is placed on learning the cutting-edge advances of geospatial visualization and visual analytics and practical skills to create geospatial applications based on such advances.",,https://courses.illinois.edu/schedule/terms/GGIS/517
GGIS 527,Geospatial Artificial Intelligence & Machine Learning,4,"The field of Artificial Intelligence (AI) has made significant progress in recent years, and a number of AI algorithms have even surpassed human ability at tasks such as computer vision, natural language processing and machine translation. The intersection of AI and geospatial analysis is creating massive and unprecedented opportunities for knowledge discovery and innovative applications. A growing number of Geospatial AI and machine learning applications have emerged in a diverse set of disciplines such as geography and geographic information science, agriculture, business, economics, sustainable development, and urban planning. In this course, students will learn a variety of Geospatial AI and Machine Learning (ML) algorithms (e.g., decision trees, and support vector machine) and tools that allow us to investigate and identify patterns, clusters, classes, and anomalies based on various types of geospatial data. The course will include extensive hands-on interactions with geospatial data and applications based on cutting-edge AI and ML techniques. Prerequisite: GGIS 407 or equivalent.",Prerequisite: GGIS 407 or equivalent.,https://courses.illinois.edu/schedule/terms/GGIS/527
GGIS 560,Spatial Epidemiology,4,Same as PATH 560 . See PATH 560 .,,https://courses.illinois.edu/schedule/terms/GGIS/560
GGIS 561,Landscapes and Human Health,3,Same as LA 570 . See LA 570 .,,https://courses.illinois.edu/schedule/terms/GGIS/561
GGIS 570,Advanced Spatial Analysis,4,"Advanced techniques of spatial analysis, including spatial autocorrelation, trend surface analysis, grouping and regionalization procedures, and point pattern analysis.",,https://courses.illinois.edu/schedule/terms/GGIS/570
GGIS 587,Qualitative Research Methods,4,Same as UP 587 . See UP 587 .,,https://courses.illinois.edu/schedule/terms/GGIS/587
GGIS 590,Graduate Independent Study,1 to 8,"Independent research project or thesis topic development to be supervised by Geography & GIS faculty advisor. May be repeated in separate semesters. After passing the Preliminary Exam, PhD candidates should register for GGIS 599 : Thesis Research instead of this course.",,https://courses.illinois.edu/schedule/terms/GGIS/590
GGIS 593,Geography & GIS Colloquium,0,Weekly research presentations by invited speakers and Geography & GIS PhD students on a wide range of topics. Required for all GGIS graduate (excluding PSM) students. 0 graduate hours. 0 professional hours. Approved for S/U grading only. May be repeated in separate terms.,,https://courses.illinois.edu/schedule/terms/GGIS/593
GGIS 594,Seminar in Social Geography,4,"Advanced study of current research in social geography; topic will vary from term to term. Prepares students for thesis and dissertation research through the study of relevant literature and completion of a research paper. May be repeated up to 8 hours, if topics and instructor vary.",,https://courses.illinois.edu/schedule/terms/GGIS/594
GGIS 595,Graduate Seminar,1 to 4,Graduate-level exploration of a topic in Geography & GIS that is not covered by an existing course. Topics and instructors vary by semester. Approved for Letter and S/U grading. May be repeated if topics vary.,,https://courses.illinois.edu/schedule/terms/GGIS/595
GGIS 598,Graduate Capstone Project,4,Major individual project that demonstrates the student's ability to solve an advanced geospatial problem or develop a GIS-based application. Student will work closely with a faculty capstone advisor to determine the project focus and expected outcome(s).,,https://courses.illinois.edu/schedule/terms/GGIS/598
GGIS 599,Thesis Research,0 to 16,Individual research under supervision of members of the faculty in their respective fields. Approved for S/U grading only. May be repeated in separate terms.,,https://courses.illinois.edu/schedule/terms/GGIS/599
GLBL 100,Intro to Global Studies,3,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures. This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci Cultural Studies - Western",,https://courses.illinois.edu/schedule/terms/GLBL/100
GLBL 118,Natural Disasters,3,Same as ESE 118 and GEOL 118 . See GEOL 118 . This course satisfies the General Education Criteria for: Nat Sci & Tech - Phys Sciences,,https://courses.illinois.edu/schedule/terms/GLBL/118
GLBL 130,Resistance Movements,3,"Is it possible for a group of people to have secure human rights when the same rights are being denied to large groups of people based on their identity? This course takes a comparative survey approach to social movements of U.S. groups seeking to overcome discrimination across political, economic, and social spheres. The cases covered take place over the course of centuries and represent a wide range of racial, ethnic, and gender groups, but they also contain many similar ideological features rooted in social movement literature. A close study of these movements demonstrates that human rights are not freely recognized or bestowed, but must be achieved by struggle. This course satisfies the General Education Criteria for: Cultural Studies - US Minority",,https://courses.illinois.edu/schedule/terms/GLBL/130
GLBL 199,Undergraduate Open Seminar,0 to 6,See Class Schedule for topics. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 6 hours.,,https://courses.illinois.edu/schedule/terms/GLBL/199
GLBL 200,Foundations of Research,3,"Introduction to the foundations of interdisciplinary social science research. Topic include understanding the purpose for research, identifying researchable issues, finding evaluating and using sources effectively, recognizing methods associated with different types of data and disciplines, and writing a literature review. Prepares students for course-based research papers and advanced research methods courses. Guest faculty present their Global Studies-relevant research as students (b)log their own research interests. This course satisfies the General Education Criteria for: Quantitative Reasoning II Social & Beh Sci - Soc Sci",,https://courses.illinois.edu/schedule/terms/GLBL/200
GLBL 220,Governance,3,"Gateway course into the Governance thematic area for Global Studies majors providing an introduction to important themes, problems and approaches to global governance in a series of issue areas, including security, economics, migration, and the environment. Covers the historical development of the international system as well as contemporary controversies. Case studies are used to explore the strength and weaknesses of current governance approaches, and students will conduct independent research into existing structures.",,https://courses.illinois.edu/schedule/terms/GLBL/220
GLBL 221,Geographies of Global Conflict,3,Same as GGIS 221 . See GGIS 221 . This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci,,https://courses.illinois.edu/schedule/terms/GLBL/221
GLBL 225,Career Development:Internships,1,"Teaches students with global studies academic interests how to identify internships and service-learning learning opportunities relevant to their major. Students prepare application materials, conduct informational interviews, participate in mock job interviews, explore networking strategies, and create a career narrative that represents their academic interests and skills. Prepares students on what to expect from their internships and how to develop and apply leadership skills.",,https://courses.illinois.edu/schedule/terms/GLBL/225
GLBL 228,"Terrorism, Past and Present",3,Same as HIST 257 . See HIST 257 . This course satisfies the General Education Criteria for: Humanities - Hist & Phil Cultural Studies - Western,,https://courses.illinois.edu/schedule/terms/GLBL/228
GLBL 240,Global Health,3,"Introduction to issues and problems in global health. As the world becomes more and more interconnected it is important for students to be aware of health issues from a global perspective. We will consider a variety of issues that influence the health of different population and countries. The topics to be discussed include: the environment, nutrition, education, the medical system, culture, and agency involvement in health. Case studies will be used to demonstrate some successes at addressing these issues and problems that were encountered. This course satisfies the General Education Criteria for: Cultural Studies - Western",,https://courses.illinois.edu/schedule/terms/GLBL/240
GLBL 250,Development,3,"An interdisciplinary introduction to the theory and practice of international development. Topics include: defining development, how ideas have changed over time, and the interventions used in development work and their impacts. This course satisfies the General Education Criteria for: Cultural Studies - Non-West",,https://courses.illinois.edu/schedule/terms/GLBL/250
GLBL 251,Warfare Milit Insts & Soc,3,Same as HIST 251 . See HIST 251 .,,https://courses.illinois.edu/schedule/terms/GLBL/251
GLBL 260,Global Human Rights,3,"Examines how ideas about human rights are defined and how they are differentially deployed. Looks at human rights claims and crises, and examines how governmental and non-governmental individuals and organizations have sought to deal with human rights violations in order to address problems of justice, retribution, and reconciliation at personal, national, and international levels.",,https://courses.illinois.edu/schedule/terms/GLBL/260
GLBL 270,Introduction to Global Markets and Society,3,"Introduction to global markets and economic systems and their evolving relationship with societies in the global North and South. Presents interdisciplinary perspectives on business structures and conduct with emphasis on (1) the philosophical foundations of economic systems; (2) international business networks and technological innovation; (3) business environments in non-Western settings; (4) global workforce composition and divisions of labor; (5) the relationships between business, development and the environment; and (6) international organizations that support the spread of global business.",,https://courses.illinois.edu/schedule/terms/GLBL/270
GLBL 272,Language and Culture in Turkey,3,"Same as ANTH 272 , SAME 272 , and TURK 270 . See TURK 270 . This course satisfies the General Education Criteria for: Cultural Studies - Non-West",,https://courses.illinois.edu/schedule/terms/GLBL/272
GLBL 280,Nuclear Weapons & Arms Control,3,Same as PHYS 280 . See PHYS 280 . This course satisfies the General Education Criteria for: Advanced Composition,,https://courses.illinois.edu/schedule/terms/GLBL/280
GLBL 283,Intro to Intl Security,3,Same as PS 283 . See PS 283 .,,https://courses.illinois.edu/schedule/terms/GLBL/283
GLBL 296,Global St Foundation Seminar,1,"Examination of current controversies and larger ethical issues in today's global society. Topics could include: immigration, global environmental debates, and population issues. May be repeated in the same or separate terms to a maximum of 3 hours if topics vary.",,https://courses.illinois.edu/schedule/terms/GLBL/296
GLBL 340,Global Health: Policy & Governance,3,"Identifies central and emerging global health issues and analyzes them through the lenses of governance, policy and gender. Focuses on structural, policy, and institutional perspectives on global health, with emphasis on how decisions are influenced and made.",,https://courses.illinois.edu/schedule/terms/GLBL/340
GLBL 350,Poverty in a Global Context,3,"Examines global poverty in the context of international development debates an practice. Despite global commitments (for example, the Millennium Development Goals), decades of research, and new and innovative policies, the ""solution"" to widespread and lasting poverty alleviation remains elusive. Class will define poverty and how it is measured, considered who is poor and why some people are more vulnerable to the negative effects of poverty than others, and examine what causes some countries to remain poor.",,https://courses.illinois.edu/schedule/terms/GLBL/350
GLBL 356,Comparative Political Economy,3,Same as PS 356 . See PS 356 .,,https://courses.illinois.edu/schedule/terms/GLBL/356
GLBL 357,Ethnic Conflict,3,Same as PS 357 . See PS 357 . This course satisfies the General Education Criteria for: Advanced Composition,,https://courses.illinois.edu/schedule/terms/GLBL/357
GLBL 392,Int Diplomacy and Negotiation,3,"Examines the complexities of international diplomacy and negotiations among states and other actors. Focuses on three main subject areas: negotiation analysis, applied negotiation, and the interaction of practical considerations that affect negotiations. Utilizes theoretical, case-based, and active-learning approaches during the semester as topics are explored in detail. Issues and topics include security, public health, economic development, human rights, and the environment. This course satisfies the General Education Criteria for: Advanced Composition",,https://courses.illinois.edu/schedule/terms/GLBL/392
GLBL 450,Poverty Interventions and Evaluation,3,"Over the last few decades a wide range of strategies and initiatives have been applied to alleviate poverty in developing countries. The record of these initiatives is mixed. While millions of people may have moved out of poverty, over a billion remain persistently impoverished. We will examine a range of anti-poverty approaches that have been implemented and evaluates their effectiveness. Students will gain a familiarity with the interventions and an understanding of the techniques used to evaluate them. 3 undergraduate hours. No graduate credit. Prerequisite: GLBL 250 and 350 or consent of instructor.",Prerequisite: GLBL 250 and 350 or consent of instructor.,https://courses.illinois.edu/schedule/terms/GLBL/450
GLBL 480,Energy and Security,3,Same as NPRE 480 and PS 480 . See NPRE 480 .,,https://courses.illinois.edu/schedule/terms/GLBL/480
GLBL 483,Seminar on Security,1,Same as NPRE 483 . See NPRE 483 .,,https://courses.illinois.edu/schedule/terms/GLBL/483
GLBL 492,UG Research Assistance,0 to 3,"Assist Global Studies and program-affiliated faculty in ongoing research. Topics and nature of assistance vary. Capstone paper required. 0 to 3 undergraduate hours. No graduate credit. May be repeated in separate terms up to 6 hours. No more than 6 hours may be counted toward completion of the Global Studies major from any combination of GLBL 492 and other independent study, internship, or research assistance coursework. This includes coursework from other departments on campus or during study abroad. Prerequisite: GLBL 200 ; evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of Global Studies program. Global Studies majors only. Not available to freshman. Instructor approval required.",Prerequisite: GLBL 200 ; evidence of adequate preparation for such study; consent of faculty member supervising the work; and approval of Global Studies program.,https://courses.illinois.edu/schedule/terms/GLBL/492
GLBL 494,Research Methods I,1,"Optional Capstone experience for Global Studies students. Students will develop research, communication and presentation skills and develop a proposal for an independent research project, goals and timeline. The proposal will include a literature review and methods section for their final project. Topics include: research approaches, design and implementation, as well as methods, analysis and ethics of data collection. 1 undergraduate hour. No graduate credit. Prerequisite: GLBL 200 .",Prerequisite: GLBL 200 .,https://courses.illinois.edu/schedule/terms/GLBL/494
GLBL 495,Research Methods II,1,"Second semester of the optional Capstone experience for International/Global Studies students. Designed to guide the interpretation of the data, development of conclusions and implications. In addition to the final project, students will learn how to write a paper abstract and conference proposal, as well as acquire presentation skills. 1 undergraduate hour. No graduate credit. Prerequisite: GLBL 494 .",Prerequisite: GLBL 494 .,https://courses.illinois.edu/schedule/terms/GLBL/495
GLBL 499,Special Topics,1 to 4,"Selected reading and research in Global Studies. See schedule for current topics. 3 undergraduate hours. 1 to 4 graduate hours. May be repeated, if topics vary, in the same or separate terms to a maximum of 6 undergraduate or 8 graduate hours. Prerequisite: GLBL 100 or six hours of global studies, anthropology, social geography, political science, sociology, or economics; consent of instructor.","Prerequisite: GLBL 100 or six hours of global studies, anthropology, social geography, political science, sociology, or economics; consent of instructor.",https://courses.illinois.edu/schedule/terms/GLBL/499
GLBL 500,Global Society,4,"Students will examine three propositions: (1) the existence of a global society; (2) the flaws of its principal, global institutions – the state, markets, and democracy; and (3) absent their reform, whether the global society is at risk. Prerequisite: Instructor Approval Required.",Prerequisite: Instructor Approval Required.,https://courses.illinois.edu/schedule/terms/GLBL/500
